es Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
escucharle	listen	0	1	1	1	0	0	1	0	1
capturaron	catch	0	1	0	0	1	1	1	0	1
paritarias	play	1	1	1	1	1	1	1	0	1
gobernando	govern	1	1	1	1	1	1	1	0	1
remota	shoot	0	0	0	-1	0	-1	1	-1	0
disidencia	dissent	0	0	-1	-1	0	1	1	0	1
Major	be	0	1	0	0	0	0	1	0	1
bufandas	side	0	0	0	0	1	0	1	0	0
cocina	cook	0	1	0	1	1	1	1	0	1
citado-	provide	1	1	1	1	1	1	1	0	1
desfalleciente	have	1	1	1	0	0	1	1	0	1
impere	be	0	1	0	0	0	0	1	0	1
remoto	court	1	1	1	1	1	1	1	1	1
cansados	tire	0	0	0	-1	0	1	0	-1	0
contigentación	request	0	0	1	0	1	1	1	0	1
Pienso	think	0	0	1	1	1	1	1	1	0
desempeñados	carry	0	1	1	0	0	1	1	0	0
Piensa	intend	0	0	0	1	0	1	1	0	1
encarecerá	make	0	0	0	1	0	0	1	0	0
liar	roll	0	0	1	0	0	0	1	0	1
reivindicar	claim	1	1	1	0	1	1	1	0	1
recorrerlo	travel	1	1	1	0	1	0	1	0	1
indemniza	receive	1	1	1	0	1	1	1	0	1
tentadora	tempt	0	-1	0	-1	0	1	0	-1	0
acreditado	prove	0	0	0	1	0	1	1	0	1
invariable	attempt	0	0	1	0	1	0	1	0	0
alegran	be	0	1	0	0	0	0	1	0	1
olvidémonos	forget	-1	0	-1	-1	-1	0	1	-1	-1
Biarritz	see	1	1	1	1	1	1	1	0	1
desplace	move	0	0	0	1	0	1	1	0	0
cooperativa	base	0	1	1	1	1	1	1	0	1
indumentaria	clothe	0	-1	0	-1	0	1	0	1	1
moneda	coin	0	0	0	0	1	1	1	0	1
colocará	place	0	0	1	1	1	1	1	0	1
volverlos	repeat	0	1	0	1	0	1	1	0	0
traerla	bring	0	0	1	1	0	0	1	0	0
exigidas	require	0	1	1	0	1	1	1	0	0
porcino	farm	0	1	1	1	1	1	1	0	1
prosiguiendo	continue	1	1	1	1	1	0	1	0	1
divulgada	distribute	1	1	1	0	1	1	1	0	1
dialogar	talk	0	0	0	0	0	1	1	0	0
divulgado	be	0	1	0	0	0	0	1	0	1
Skopje	gratify	0	1	0	1	0	1	1	1	1
fundada-	form	1	1	1	1	1	1	1	0	1
dialogan	talk	0	0	0	0	0	1	1	0	0
atenderá	take	1	1	1	0	1	1	1	0	1
milímetro	single	0	0	0	-1	0	0	1	0	0
promesas	promise	1	1	1	1	1	1	1	0	1
aglomeración	prevent	0	0	0	-1	0	1	1	-1	0
perdurará	last	0	0	0	0	0	-1	-1	0	0
NIIF	report	0	0	-1	1	0	0	1	0	-1
deflación	advance	0	1	1	1	1	0	1	0	1
fomentaremos	encourage	1	1	1	1	0	1	1	1	1
ubicarla	be	0	1	0	0	0	0	1	0	1
Maliakós-	bridge	0	0	0	1	0	1	1	0	1
terneras	deal	0	0	0	0	0	0	0	0	0
disimuladas	conceal	-1	0	-1	0	0	1	1	0	0
fall	fall	0	0	0	-1	-1	0	1	0	-1
socorro	aid	1	1	1	1	0	1	1	1	1
Zimbawe	break	0	0	-1	-1	1	1	1	0	1
obligaba	oblige	1	1	1	1	0	1	1	1	0
ubicarlo	locate	0	1	0	1	1	1	1	0	0
alarmantemente	rate	0	1	0	1	0	0	1	0	0
integración	integrate	1	0	0	1	1	1	1	0	0
guíe	guide	0	0	1	1	1	1	1	1	1
medicina	practice	0	0	1	1	0	0	1	0	0
aproximación	approach	0	1	1	0	1	1	1	0	1
ratón	go	0	0	0	0	0	0	1	0	0
guío	be	0	1	0	0	0	0	1	0	1
campesinas	farm	0	1	1	1	1	1	1	0	1
Ausburgo	reach	0	1	0	0	0	1	1	0	0
acuífero	water	0	-1	0	-1	0	1	1	0	1
contó	tell	1	1	0	1	0	1	1	0	0
premeditados	deliberate	0	0	0	-1	0	1	1	0	0
triplicando	triple	0	0	0	0	1	0	1	0	0
salvará	save	1	1	1	1	0	1	1	1	1
Arabe	have	1	1	1	0	0	1	1	0	1
Marshall	aid	1	1	1	1	0	1	1	1	1
desalentador	discourage	0	0	-1	-1	0	1	1	-1	0
desalentados	discourage	0	0	-1	-1	0	1	1	-1	0
cazados	hunt	0	1	1	1	1	1	1	-1	1
cazador	trade	0	1	1	1	1	1	1	0	1
cargan	be	0	1	0	0	0	0	1	0	1
tachó	be	0	1	0	0	0	0	1	0	1
explorados	explore	0	1	1	1	1	1	1	0	1
inscrita	register	1	0	1	0	1	1	1	0	0
Libre	free	1	1	1	1	1	1	1	1	1
Xinjiang	provide	1	1	1	1	1	1	1	0	1
archivarse	be	0	1	0	0	0	0	1	0	1
mejoraríamos	improve	1	1	1	1	0	1	1	0	1
visitas-	permit	0	0	0	1	1	1	1	1	0
Cristianodemócrata	approve	1	1	1	1	1	1	1	0	1
acabarlo	finish	1	1	1	1	1	1	1	0	1
acabarla	end	0	1	0	0	1	0	1	0	0
indemnizó	leave	0	0	0	0	0	0	1	-1	0
desacreditará	bring	0	0	1	1	0	0	1	0	0
procesarla	process	0	0	1	1	1	1	1	0	0
tardaran	take	1	1	1	0	1	1	1	0	1
instrumentos	mean	0	0	0	0	0	-1	0	0	0
callejeras	return	0	0	0	0	0	1	1	0	0
aproximarnos	come	0	1	0	0	0	0	1	0	0
entretienen	play	1	1	1	1	1	1	1	0	1
conceptualmente	attempt	0	0	1	0	1	0	1	0	0
integrarlas	integrate	1	0	0	1	1	1	1	0	0
determinados	number	0	0	0	1	0	0	1	0	0
Lefebre	leave	0	0	0	0	0	0	1	-1	0
rebasado	exceed	0	0	0	0	0	0	1	0	0
sanear	clean	0	1	1	1	0	0	1	0	1
uvas	prove	0	0	0	1	0	1	1	0	1
desacreditaría	discredit	0	-1	-1	-1	0	1	0	-1	0
tímido	shy	0	0	-1	-1	-1	1	0	-1	-1
sobrevuelo	fly	0	1	1	0	0	0	1	0	1
empobrecer	desire	1	1	1	1	0	1	1	1	1
importadora	import	0	0	0	1	1	1	1	0	1
encarecer	make	0	0	0	1	0	0	1	0	0
ex-Yugoslavia	be	0	1	0	0	0	0	1	0	1
vale	be	0	1	0	0	0	0	1	0	1
significase	mean	0	0	0	0	0	-1	0	0	0
aprecie	appreciate	1	1	1	1	0	1	1	0	1
cambiarlos	change	0	1	0	1	0	1	1	0	1
farragoso	confuse	0	0	0	-1	0	1	1	-1	0
visitase	visit	1	1	1	1	1	1	1	1	1
señuelo	lure	0	0	0	0	1	1	0	0	0
disparatados	amount	0	0	0	1	0	0	1	0	0
inmigrados	be	0	1	0	0	0	0	1	0	1
tiraron	throw	0	0	0	0	0	1	1	0	1
retrovisores	mirror	0	0	0	1	0	1	1	0	0
reemplazarse	be	0	1	0	0	0	0	1	0	1
luminosas	light	0	1	1	1	0	1	1	0	1
sorprendemos	surprise	1	1	1	1	1	0	1	0	1
borren	be	0	1	0	0	0	0	1	0	1
determinado-	determine	0	0	0	0	0	0	1	0	1
recreativo	be	0	1	0	0	0	0	1	0	1
recualificación	commit	-1	-1	0	0	-1	0	1	0	-1
recreativa	leave	0	0	0	0	0	0	1	-1	0
homeopáticas	welcome	1	1	1	1	1	1	1	1	1
rondón	rush	0	0	-1	-1	1	1	1	-1	0
constitucionalizar	put	1	1	1	0	1	1	1	0	1
salvaguardemos	safeguard	1	1	0	1	0	1	1	1	1
debate–	debate	0	1	0	1	1	1	1	0	0
imposiciones	impose	0	0	1	1	1	0	1	0	1
progresaremos	progress	1	1	0	1	1	1	1	0	1
entregaron	be	0	1	0	0	0	0	1	0	1
enarbolan	fly	0	1	1	0	0	0	1	0	1
sobresalto	burst	0	0	0	0	0	0	-1	0	0
expulsiones	expel	-1	0	-1	-1	0	1	1	-1	-1
enarbolar	fly	0	1	1	0	0	0	1	0	1
comparó	compare	0	0	0	0	0	1	1	0	0
armen	take	1	1	1	0	1	1	1	0	1
calco	copy	0	0	0	1	1	1	1	0	1
calca	be	0	1	0	0	0	0	1	0	1
otros	further	1	1	1	1	0	1	1	0	1
establish	establish	0	0	1	1	1	1	1	1	1
informamos	inform	1	1	1	1	0	1	1	1	0
conocerles	do	1	1	1	0	0	1	1	0	1
valiese	be	0	1	0	0	0	0	1	0	1
preveo	foresee	0	1	0	0	1	1	1	0	1
repetirían	be	0	1	0	0	0	0	1	0	1
obtuvieran	obtain	1	1	1	0	1	1	1	0	1
conmemorará	commemorate	1	1	1	1	1	1	1	1	0
prevee	have	1	1	1	0	0	1	1	0	1
plancha	iron	0	0	0	-1	0	1	-1	0	0
prevea	provide	1	1	1	1	1	1	1	0	1
cuantificables	be	0	1	0	0	0	0	1	0	1
debatirlas	discuss	1	1	0	1	1	1	1	0	1
hundirlo	sink	0	0	0	-1	1	0	0	-1	0
sosteniendo	maintain	1	0	1	1	0	1	1	0	1
finalizaba	end	0	1	0	0	1	0	1	0	0
apertura	open	1	1	1	1	0	0	1	0	1
consumo-	pay	0	0	-1	0	0	-1	1	0	-1
adaptándolas	adapt	0	1	1	1	1	1	1	0	1
oreja	tag	0	0	0	0	0	1	1	0	0
otro-	track	-1	1	-1	-1	1	1	1	-1	1
obligarse	be	0	1	0	0	0	0	1	0	1
aplazaba	be	0	1	0	0	0	0	1	0	1
demandaron	call	0	0	1	1	0	1	1	0	1
Racan	put	1	1	1	0	1	1	1	0	1
sincera	warm	1	1	0	1	0	1	1	1	0
FMI	appropriate	0	1	1	1	1	1	1	0	1
sangría	drain	0	0	0	0	1	1	1	0	0
financiamos	fund	1	1	1	1	1	1	1	0	1
Peters	down	0	0	0	0	0	0	1	0	0
consumos	level	0	1	1	1	1	0	1	0	1
neutralizase	direct	0	0	1	1	0	1	1	0	1
palabra–	word	0	1	0	0	0	0	1	0	0
limar	iron	0	0	0	-1	0	1	-1	0	0
falsificó	rig	0	0	0	-1	1	1	0	0	1
higiénicos	supply	0	0	1	1	1	1	1	0	1
del	concern	1	-1	0	-1	0	1	1	-1	0
ponga	put	1	1	1	0	1	1	1	0	1
copiados	copy	0	0	0	1	1	1	1	0	1
consigamos	achieve	1	1	1	1	1	1	1	0	1
acudimos	go	0	0	0	0	0	0	1	0	0
nosotros-	do	1	1	1	0	0	1	1	0	1
restituirse	be	0	1	0	0	0	0	1	0	1
compare	compare	0	0	0	0	0	1	1	0	0
engendrar	engender	0	0	0	1	0	1	1	0	0
Lalumière	report	0	0	-1	1	0	0	1	0	-1
compara	compare	0	0	0	0	0	1	1	0	0
consultarles	consult	1	1	1	1	1	1	1	1	1
comparo	compare	0	0	0	0	0	1	1	0	0
deseados	desire	1	1	1	1	0	1	1	1	1
inyectárselos	order	0	0	0	-1	0	0	1	0	0
lúcidos	clear	0	1	1	1	1	1	1	0	1
crudos	put	1	1	1	0	1	1	1	0	1
orquestada	orchestrate	1	1	1	1	1	1	1	0	1
abundaré	be	0	1	0	0	0	0	1	0	1
enfatizara	put	1	1	1	0	1	1	1	0	1
vacaciones-	become	0	0	0	0	0	0	1	0	0
mejoraba	improve	1	1	1	1	0	1	1	0	1
ópera	see	1	1	1	1	1	1	1	0	1
almacenar	store	1	1	1	1	1	1	1	0	1
engendran	engender	0	0	0	1	0	1	1	0	0
definirlos	define	0	0	0	1	1	1	1	0	0
importado	import	0	0	0	1	1	1	1	0	1
169.	invoke	1	1	1	1	1	1	1	0	1
sorprendería	surprise	1	1	1	1	1	0	1	0	1
poco-	come	0	1	0	0	0	0	1	0	0
retomaremos	return	0	0	0	0	0	1	1	0	0
almacenamientos	store	1	1	1	1	1	1	1	0	1
laxos	be	0	1	0	0	0	0	1	0	1
sub-alimentadas	increase	1	1	0	1	0	1	1	0	1
Hækkerup	represent	0	1	0	1	0	1	1	0	0
excepción-	close	0	1	1	0	0	1	1	0	1
asumibles	present	1	1	1	1	1	1	1	0	1
ruidosamente	stay	0	0	1	1	1	0	1	0	0
bárbaras	be	0	1	0	0	0	0	1	0	1
faculte	entitle	1	1	0	1	0	1	1	1	0
hundirá	collapse	0	0	0	-1	0	1	1	0	0
habilitadas	qualify	1	1	0	1	0	1	1	1	0
faculta	give	0	1	1	0	0	0	1	0	1
comestibles	feed	1	1	1	1	0	1	1	1	1
reinantes	prevail	1	1	0	0	0	1	1	0	0
organizáramos	be	0	1	0	0	0	0	1	0	1
releer	look	0	1	1	0	0	0	1	0	1
poniéndola	play	1	1	1	1	1	1	1	0	1
corrección	correct	0	0	0	1	0	1	1	0	0
seca	dry	1	0	0	0	0	1	1	0	0
importada	import	0	0	0	1	1	1	1	0	1
energéticas	power	1	0	0	0	0	0	1	0	1
anexas	annex	0	0	1	1	1	1	1	0	1
anexar	annex	0	0	1	1	1	1	1	0	1
P	regard	1	1	1	1	1	1	1	1	1
exportaran	export	0	0	1	0	1	1	1	0	1
PETROLA	have	1	1	1	0	0	1	1	0	1
penetración	penetrate	0	0	0	0	1	1	1	0	0
seco	dry	1	0	0	0	0	1	1	0	0
licitud	advance	0	1	1	1	1	0	1	0	1
reembolsado	reimburse	1	1	1	1	1	1	1	0	1
consultara	consult	1	1	1	1	1	1	1	1	1
ganadas	win	1	1	1	1	1	1	1	0	1
probablemente	doubt	0	0	-1	-1	0	1	1	0	-1
sigilosa	creep	0	0	0	-1	0	0	1	0	0
simientes	value	1	1	1	1	0	1	1	1	1
reembolsada	be	0	1	0	0	0	0	1	0	1
falsifica	be	0	1	0	0	0	0	1	0	1
enfrentaríamos	face	0	0	0	0	1	1	1	0	1
representación	represent	0	1	0	1	0	1	1	0	0
replicará	put	1	1	1	0	1	1	1	0	1
congratulé	urge	1	1	1	1	0	1	1	1	1
unimos	join	1	1	1	1	1	1	1	1	1
concedamos	give	0	1	1	0	0	0	1	0	1
mutismo	silence	0	-1	-1	-1	0	1	0	-1	0
reafirmarme	own	0	1	1	1	1	1	1	0	1
corregido	correct	0	0	0	1	0	1	1	0	0
disueltos	dissolve	0	0	-1	-1	0	1	1	-1	0
genéticamente	modify	0	0	0	0	0	1	1	0	0
corregida	correct	0	0	0	1	0	1	1	0	0
recobren	restore	1	1	1	1	0	1	1	1	1
fallaron	fail	0	0	-1	-1	-1	0	1	-1	-1
consumo	drink	0	0	1	0	1	0	1	0	1
pisoteado	trample	0	-1	0	-1	0	1	0	-1	0
controlador	control	1	0	1	0	1	1	1	0	1
controlados	control	1	0	1	0	1	1	1	0	1
ayudáramos	help	1	1	0	1	0	1	1	1	0
desplacemos	travel	1	1	1	0	1	0	1	0	1
late	be	0	1	0	0	0	0	1	0	1
interés-	own	0	1	1	1	1	1	1	0	1
lata	can	0	0	0	0	0	1	1	0	1
Centros	support	1	1	1	1	0	1	1	1	1
pena	sentence	-1	1	-1	-1	0	1	1	-1	0
vacunados	vaccinate	0	1	1	1	0	1	1	1	1
reprimiendo	repress	0	0	-1	-1	0	1	0	-1	0
clamor	demand	0	0	1	1	0	1	1	0	1
rehabilitando	rehabilitate	1	1	1	1	1	1	1	1	1
preocupándole	be	0	1	0	0	0	0	1	0	1
utópico	be	0	1	0	0	0	0	1	0	1
paseando	walk	0	1	1	0	0	-1	1	0	1
notario	own	0	1	1	1	1	1	1	0	1
divulguen	disseminate	1	1	1	1	0	1	1	0	1
-viviendas	repair	0	1	0	1	1	1	1	0	1
males	happen	0	0	0	0	0	0	-1	0	0
cuarentena	hold	0	1	1	1	1	1	1	0	1
desperdigadas	draw	0	0	1	1	1	1	0	0	0
vigilados	monitor	0	1	1	1	1	0	1	0	0
Lipietz	like	1	1	1	1	0	1	1	1	1
extrañará	surprise	1	1	1	1	1	0	1	0	1
atrajeron	attract	0	0	0	1	0	0	1	0	0
inabarcable	count	0	0	1	1	1	1	1	0	1
agricultor	farm	0	1	1	1	1	1	1	0	1
restrictivas	restrict	0	0	-1	-1	0	1	1	0	1
desemboque	lead	0	1	1	1	1	0	1	0	1
habita	live	1	1	1	1	1	1	1	0	1
necesitándose	need	0	1	1	0	0	1	1	0	0
esquí	ski	0	1	0	0	0	1	1	0	1
necesitaran	need	0	1	1	0	0	1	1	0	0
predican	preach	1	1	1	1	1	1	1	0	1
rebrote	renew	0	0	1	1	0	1	1	0	0
Rusia	side	0	0	0	0	1	0	1	0	0
controlado-	control	1	0	1	0	1	1	1	0	1
reglamentación	rule	1	1	1	1	1	1	1	0	1
separado-	separate	0	0	0	-1	0	1	1	-1	0
reinstaurar	reinstate	0	1	1	1	1	1	1	-1	1
idem	double	0	0	1	1	1	0	1	0	1
investigarse	be	0	1	0	0	0	0	1	0	1
idee	devise	1	1	1	1	1	1	1	0	1
encausar	prosecute	0	0	-1	-1	0	1	1	-1	0
idea	view	0	0	0	1	0	1	1	0	0
clama	be	0	1	0	0	0	0	1	0	1
delanteros	forward	1	1	0	1	1	1	1	0	1
contarían	have	1	1	1	0	0	1	1	0	1
perdidas	lose	0	0	0	-1	-1	1	1	0	-1
extrañar-	surprise	1	1	1	1	1	0	1	0	1
catalogado	classify	0	0	0	1	0	1	1	0	0
tomaran	take	1	1	1	0	1	1	1	0	1
participante	participate	1	1	1	1	1	1	1	0	1
referendos	vote	0	0	0	1	1	1	1	0	0
supuso	mean	0	0	0	0	0	-1	0	0	0
GATT	conform	0	0	0	1	0	1	1	0	0
correspondió	manufacture	1	1	1	1	1	1	1	0	1
maquinista	train	1	1	1	1	1	1	1	1	1
GATS	prevent	0	0	0	-1	0	1	1	-1	0
neutralizarse	be	0	1	0	0	0	0	1	0	1
organizarían	organize	0	0	1	1	1	1	1	0	1
avenga	conform	0	0	0	1	0	1	1	0	0
evocada	mention	0	1	0	0	0	1	1	0	0
clubs	own	0	1	1	1	1	1	1	0	1
morales	be	0	1	0	0	0	0	1	0	1
caravana	pull	0	0	0	0	0	0	1	0	0
adecuado	appropriate	0	1	1	1	1	1	1	0	1
adecuada	appropriate	0	1	1	1	1	1	1	0	1
-insisto	repeat	0	1	0	1	0	1	1	0	0
hagámonos	let	0	0	0	1	-1	0	1	0	0
cercenados	have	1	1	1	0	0	1	1	0	1
descenderían	decrease	0	0	0	-1	-1	0	1	0	-1
reutilizarlos	can	0	0	0	0	0	1	1	0	1
capture	put	1	1	1	0	1	1	1	0	1
equilibrarla	balance	0	1	1	1	0	1	1	0	1
generadora	generate	0	0	1	1	1	1	1	0	1
impresión	feel	1	1	1	0	0	0	1	0	1
kurdos	question	0	0	1	1	1	1	1	0	1
equilibrarlo	balance	0	1	1	1	0	1	1	0	1
privatizarse	be	0	1	0	0	0	0	1	0	1
enardecer	do	1	1	1	0	0	1	1	0	1
insistirán	be	0	1	0	0	0	0	1	0	1
supuse	assume	0	0	0	1	1	0	1	0	0
pilotan	operate	1	1	1	1	1	1	1	0	1
excluiremos	exclude	0	0	-1	-1	0	1	1	0	0
legitima	legitimize	1	1	1	1	0	1	1	-1	1
relanzado	return	0	0	0	0	0	1	1	0	0
enrolamiento	be	0	1	0	0	0	0	1	0	1
asegurárselo	assure	1	1	1	1	1	1	1	1	1
cumplimentar	fill	0	1	1	1	1	1	1	0	1
estrictamente	speak	1	1	1	1	1	1	1	0	1
comando	command	1	0	1	0	1	1	1	0	1
necesitasen	need	0	1	1	0	0	1	1	0	0
pilotar	fly	0	1	1	0	0	0	1	0	1
esclarecidos	clarify	0	1	1	1	1	1	1	0	1
filibusterismo	indulge	0	-1	1	1	0	1	1	0	1
universales	matter	0	0	0	-1	0	1	1	0	0
rectificarse	be	0	1	0	0	0	0	1	0	1
invadieran	invade	0	0	0	-1	1	1	1	-1	1
desperdicia	waste	0	-1	0	-1	-1	1	1	0	-1
hubiera	have	1	1	1	0	0	1	1	0	1
cápsula	can	0	0	0	0	0	1	1	0	1
concedérselo	allow	1	1	1	1	0	1	1	1	1
nace	be	0	1	0	0	0	0	1	0	1
concedérsela	give	0	1	1	0	0	0	1	0	1
fosos	pit	0	-1	0	-1	0	0	0	-1	0
concedérsele	be	0	1	0	0	0	0	1	0	1
emplazadas	be	0	1	0	0	0	0	1	0	1
dibujar	draw	0	0	1	1	1	1	0	0	0
compendio	measure	0	1	0	0	0	0	1	0	1
actuará	act	0	0	0	0	0	0	1	0	0
expresarle	express	-1	0	0	0	1	0	1	0	0
expresarla	express	-1	0	0	0	1	0	1	0	0
vagos	mute	0	-1	-1	-1	0	1	0	0	1
actuaré	act	0	0	0	0	0	0	1	0	0
confirmó	confirm	1	1	1	1	1	1	1	0	1
dactiloscópica	print	1	0	1	0	1	0	1	0	1
pudor	claim	1	1	1	0	1	1	1	0	1
aclararlas	clarify	0	1	1	1	1	1	1	0	1
costosísimos	slice	0	0	0	-1	0	0	1	0	0
propaguen	spread	-1	-1	0	1	0	-1	1	0	0
humanizarla	control	1	0	1	0	1	1	1	0	1
opaca	fashion	1	0	0	-1	1	0	1	0	1
apoyos	support	1	1	1	1	0	1	1	1	1
opaco	obscure	0	0	0	1	0	1	1	0	0
mama	show	1	1	1	0	1	0	1	0	0
atormentados	torment	-1	-1	-1	-1	0	1	0	-1	1
alturas	stage	0	1	1	1	1	0	1	0	1
venid	come	0	1	0	0	0	0	1	0	0
resolución	resolve	-1	1	0	0	1	-1	1	0	1
siéntese	sit	0	0	0	0	0	0	0	0	0
culminó	culminate	1	1	0	0	0	1	1	0	0
mantenerle	keep	1	1	1	0	1	1	1	1	1
concurrir	compete	1	1	1	1	1	1	1	0	1
contrapartidas	return	0	0	0	0	0	1	1	0	0
hambriento	starve	0	-1	-1	-1	0	1	0	-1	1
reagrupado	group	0	0	0	1	1	0	1	0	1
hambrienta	starve	0	-1	-1	-1	0	1	0	-1	1
arrogarse	claim	1	1	1	0	1	1	1	0	1
selectos	select	0	0	1	1	0	1	1	1	1
aplazando	postpone	0	0	0	-1	0	1	1	0	0
influyeron	have	1	1	1	0	0	1	1	0	1
escucharse	hear	0	1	0	0	1	1	1	0	0
infiere	clear	0	1	1	1	1	1	1	0	1
infiera	down	0	0	0	0	0	0	1	0	0
biocarburantes	fuel	0	0	0	1	1	1	1	0	1
infiero	think	0	0	1	1	1	1	1	1	0
apalear	beat	0	-1	-1	-1	0	1	1	-1	0
viese	be	0	1	0	0	0	0	1	0	1
agotó	be	0	1	0	0	0	0	1	0	1
reaparecido	reappear	0	1	0	0	0	0	1	0	1
b	regard	1	1	1	1	1	1	1	1	1
reanudara	resume	1	1	1	1	1	1	1	0	1
ocurrió-	organize	0	0	1	1	1	1	1	0	1
contemplaran	account	0	0	0	0	0	1	1	0	0
colisionar	clash	0	0	0	-1	0	1	1	0	0
accionista	share	1	1	1	0	1	1	1	0	1
correspondidas	match	1	1	1	1	0	1	1	0	1
predigo	predict	0	1	0	0	0	1	1	0	0
oligarquías	sort	0	0	0	1	0	1	1	0	0
apoyo-	support	1	1	1	1	0	1	1	1	1
norteamericanos	build	1	1	1	1	1	1	1	0	1
previsora	forward	1	1	0	1	1	1	1	0	1
interactivo	lead	0	1	1	1	1	0	1	0	1
colisionan	conflict	0	0	0	-1	0	1	1	0	0
guardaré	wish	1	1	1	1	1	1	1	1	1
impedirían	prevent	0	0	0	-1	0	1	1	-1	0
contaminará	try	0	1	1	0	1	1	1	0	0
distribuyeran	be	0	1	0	0	0	0	1	0	1
versos	line	0	0	0	0	1	0	1	0	1
reminiscencia	remember	1	1	1	1	1	1	1	1	1
apoyásemos	support	1	1	1	1	0	1	1	1	1
confirmo	confirm	1	1	1	1	1	1	1	0	1
confirma	confirm	1	1	1	1	1	1	1	0	1
obviedades	can	0	0	0	0	0	1	1	0	1
gocen	enjoy	1	1	1	1	1	1	1	1	1
nací	be	0	1	0	0	0	0	1	0	1
desperdició	waste	0	-1	0	-1	-1	1	1	0	-1
actuara	act	0	0	0	0	0	0	1	0	0
desarrollásemos	note	0	0	0	0	0	0	1	0	0
esmerarse	do	1	1	1	0	0	1	1	0	1
marchará	be	0	1	0	0	0	0	1	0	1
cepo	trap	0	0	0	-1	0	0	0	-1	0
creceremos	have	1	1	1	0	0	1	1	0	1
cepa	strain	0	0	0	-1	0	1	1	-1	-1
aparque	be	0	1	0	0	0	0	1	0	1
marcharé	leave	0	0	0	0	0	0	1	-1	0
simplificado	simplify	1	1	0	1	1	1	1	0	0
tarifarias	price	0	0	1	1	1	0	1	0	1
comunico	inform	1	1	1	1	0	1	1	1	0
ruego	ask	0	0	0	0	1	1	1	0	0
destruido	destroy	0	-1	-1	-1	0	1	0	-1	0
output	need	0	1	1	0	0	1	1	0	0
Sagradas	warn	0	1	0	1	0	1	1	0	0
ruega	ask	0	0	0	0	1	1	1	0	0
comunica	communicate	0	1	1	1	0	1	1	0	1
ópticas	do	1	1	1	0	0	1	1	0	1
Consumidor-	graduate	1	1	1	1	1	1	1	0	1
audaces	dare	1	1	1	0	1	1	1	0	1
justificada	justify	0	0	1	1	1	1	1	0	1
médicas	run	0	1	1	1	1	1	1	0	1
justificado	justify	0	0	1	1	1	1	1	0	1
inscritas	include	1	1	1	1	1	1	1	1	0
listeria	involve	0	0	0	0	1	1	1	0	0
añádase	add	1	1	1	1	1	0	1	0	1
añadirlos	add	1	1	1	1	1	0	1	0	1
avecinan	lie	0	0	0	0	0	1	1	0	0
suscriba	sign	0	0	1	1	1	1	1	0	1
contaminándose	be	0	1	0	0	0	0	1	0	1
suscribe	subscribe	0	1	1	1	1	1	1	0	1
recomendarán	be	0	1	0	0	0	0	1	0	1
suscribo	subscribe	0	1	1	1	1	1	1	0	1
falsificando	be	0	1	0	0	0	0	1	0	1
sudafricano	have	1	1	1	0	0	1	1	0	1
independencia	matter	0	0	0	-1	0	1	1	0	0
jurisprudencia	rule	1	1	1	1	1	1	1	0	1
monetarias	exchange	0	0	1	0	1	0	1	0	0
perfeccionamiento	further	1	1	1	1	0	1	1	0	1
perfilar	shape	1	1	0	1	1	1	1	0	0
vegeta	be	0	1	0	0	0	0	1	0	1
obliguemos	force	0	0	0	-1	0	1	0	-1	0
coincidieran	coincide	0	1	0	1	0	0	1	0	0
temiendo	fear	-1	0	-1	0	-1	0	1	0	-1
pueril	carry	0	1	1	0	0	1	1	0	0
forzar	force	0	0	0	-1	0	1	0	-1	0
remitida	refer	1	1	1	1	0	1	1	1	1
agota	run	0	1	1	1	1	1	1	0	1
humanitarias	aid	1	1	1	1	0	1	1	1	1
ibamos	be	0	1	0	0	0	0	1	0	1
Sonneveld	intend	0	0	0	1	0	1	1	0	1
inyectada	inject	0	1	1	0	0	1	1	0	1
hablas	speak	1	1	1	1	1	1	1	0	1
descienda	fall	0	0	0	-1	-1	0	1	0	-1
subestimamos	underestimate	0	-1	0	-1	-1	1	1	-1	-1
abandonarían	be	0	1	0	0	0	0	1	0	1
puntuar	mark	0	1	0	0	0	1	1	0	0
Cutchet	report	0	0	-1	1	0	0	1	0	-1
mobiliarios	share	1	1	1	0	1	1	1	0	1
desbloqueen	release	0	0	0	1	0	1	1	1	1
benevolencia	can	0	0	0	0	0	1	1	0	1
recobrado	regain	1	1	1	0	1	1	1	0	1
adelantaba	advance	0	1	1	1	1	0	1	0	1
fumo	smoke	0	0	1	-1	0	1	1	0	1
sientan	feel	1	1	1	0	0	0	1	0	1
puntual	time	0	0	1	0	1	0	1	0	1
desfavorecidas	deprive	0	-1	0	-1	0	1	0	-1	0
íbamos	be	0	1	0	0	0	0	1	0	1
promovería	promote	1	1	1	1	1	1	1	0	1
femenino	be	0	1	0	0	0	0	1	0	1
sentenciadas	sentence	-1	1	-1	-1	0	1	1	-1	0
llegarnos	reach	0	1	0	0	0	1	1	0	0
dimitiría	resign	0	0	0	0	-1	1	1	0	-1
impulsarnos	spur	0	0	0	1	0	1	1	0	0
ultraperifericidad	result	0	0	0	0	1	0	1	0	0
revistan	be	0	1	0	0	0	0	1	0	1
gorras	wear	1	1	1	0	1	1	1	0	1
Molotov	throw	0	0	0	0	0	1	1	0	1
