sv Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
stinker	stink	0	-1	0	-1	-1	0	1	0	-1
verksamhetsregler	rule	1	1	1	1	1	1	1	0	1
restriktivt	restrict	0	0	-1	-1	0	1	1	0	1
utvalda	select	0	0	1	1	0	1	1	1	1
trafikförbindelser	link	1	1	1	1	1	1	1	0	0
registreringsavgiften	tax	0	0	1	1	1	0	1	0	1
skattedumpningen	dump	0	-1	0	-1	1	0	0	-1	1
likvidera	do	1	1	1	0	0	1	1	0	1
skyldigheten	need	0	1	1	0	0	1	1	0	0
mångårig	be	0	1	0	0	0	0	1	0	1
förblindar	blind	0	0	-1	-1	0	1	1	0	0
FN-sanktioner	sanction	0	-1	-1	-1	0	1	1	0	1
tum	budge	0	-1	0	-1	0	1	1	-1	1
förhandlingspositionen	negotiate	1	1	1	1	1	1	1	0	1
järnvägstransporter	transport	0	1	0	1	1	1	1	0	0
originalförslaget	incorporate	0	0	1	1	0	1	1	0	1
sällat	join	1	1	1	1	1	1	1	1	1
viktbestämmelser	do	1	1	1	0	0	1	1	0	1
fordonsbeskattningen	tax	0	0	1	1	1	0	1	0	1
avlyssning	tap	0	1	0	0	0	1	1	0	0
medgivit	admit	0	0	0	1	0	1	1	0	0
extravaganta	make	0	0	0	1	0	0	1	0	0
alkoholens	meet	0	1	1	1	1	1	1	0	1
välfärdssystemet	do	1	1	1	0	0	1	1	0	1
spåkvinnor	multiply	0	0	0	0	0	1	1	0	0
kollektivavtalsförhandlingarna	bargain	0	0	1	0	1	1	1	0	1
slutbetänkandet	report	0	0	-1	1	0	0	1	0	-1
karriärstrukturen	structure	1	1	0	1	1	1	1	0	0
industrimark	land	0	0	1	0	0	1	1	0	1
arts	write	1	1	1	1	1	1	1	0	1
åsidosatt	ignore	0	-1	-1	-1	0	1	0	-1	0
behörighet	power	1	0	0	0	0	0	1	0	1
vålds-	act	0	0	0	0	0	0	1	0	0
Kantrabriska	campaign	0	0	1	1	1	1	1	-1	1
RIF-området	process	0	0	1	1	1	1	1	0	0
passagerarsäkerheten	implement	1	1	1	1	1	1	1	0	1
associeringsrådet	meet	0	1	1	1	1	1	1	0	1
intensifiering	intensify	0	0	0	0	0	1	0	0	0
associeringsråden	see	1	1	1	1	1	1	1	0	1
utbildningsutbyten	exchange	0	0	1	0	1	0	1	0	0
inlämnade	submit	0	0	1	1	0	1	1	0	0
bandet	link	1	1	1	1	1	1	1	0	0
dyft	give	0	1	1	0	0	0	1	0	1
uppfinner	invent	0	1	1	1	1	1	1	0	1
reformfördrag	reform	1	1	0	1	0	1	1	0	1
Tjeckiens	found	1	1	1	1	1	1	1	1	1
exploaterade	exploit	0	-1	-1	-1	0	1	1	-1	0
spilla	waste	0	-1	0	-1	-1	1	1	0	-1
förhandlingslinjen	process	0	0	1	1	1	1	1	0	0
flaggan	fly	0	1	1	0	0	0	1	0	1
spilld	spill	0	0	0	-1	-1	1	1	0	-1
torra	dry	1	0	0	0	0	1	1	0	0
tänder	be	0	1	0	0	0	0	1	0	1
luftats	be	0	1	0	0	0	0	1	0	1
avskaffa	abolish	-1	1	-1	-1	1	1	1	-1	1
minimiskattesatser	rate	0	1	0	1	0	0	1	0	0
slutpunkten	end	0	1	0	0	1	0	1	0	0
WEEE-systemet	receive	1	1	1	0	1	1	1	0	1
spillo	waste	0	-1	0	-1	-1	1	1	0	-1
tillföras	be	0	1	0	0	0	0	1	0	1
konstituera	exercise	1	1	1	1	1	1	1	0	1
odlingsmark	be	0	1	0	0	0	0	1	0	1
spills	be	0	1	0	0	0	0	1	0	1
förvanskades	put	1	1	1	0	1	1	1	0	1
käpphästar	subject	0	0	1	1	0	1	1	0	1
tilläggsfråga	question	0	0	1	1	1	1	1	0	1
flaggat	fly	0	1	1	0	0	0	1	0	1
Majlis	have	1	1	1	0	0	1	1	0	1
djurtransport	transport	0	1	0	1	1	1	1	0	0
röstningar	like	1	1	1	1	0	1	1	1	1
flaggas	be	0	1	0	0	0	0	1	0	1
urskiljas	be	0	1	0	0	0	0	1	0	1
kvarnen	mill	0	0	0	-1	1	1	1	0	1
framtidsutsikter	hope	1	1	1	1	0	0	1	0	1
uppgivit	state	0	1	1	1	0	1	1	0	0
kapade	be	0	1	0	0	0	0	1	0	1
ansökningsförfarande	permit	0	0	0	1	1	1	1	1	0
nolltolerans	approach	0	1	1	0	1	1	1	0	1
valsat	control	1	0	1	0	1	1	1	0	1
Islandsregistrerade	mention	0	1	0	0	0	1	1	0	0
registreringsskatterna	tax	0	0	1	1	1	0	1	0	1
besynnerligt	be	0	1	0	0	0	0	1	0	1
springa	run	0	1	1	1	1	1	1	0	1
skiljedomsförfaranden	result	0	0	0	0	1	0	1	0	0
tariffsystemen	charge	-1	0	0	-1	1	1	1	-1	1
silikonimplantat	implant	0	0	1	1	0	1	1	0	1
misstankar	suspect	-1	0	-1	0	-1	-1	1	0	-1
förpackningsmaterial	package	0	0	0	1	1	0	1	0	1
manskap	team	0	0	0	1	1	0	1	0	1
räddningsmanskapets	rescue	1	1	1	1	1	1	1	1	1
intressebalans	balance	0	1	1	1	0	1	1	0	1
standardiseringsprocess	process	0	0	1	1	1	1	1	0	0
stöpa	represent	0	1	0	1	0	1	1	0	0
kapitalavgift	charge	-1	0	0	-1	1	1	1	-1	1
övervikt	weight	0	-1	0	1	0	1	-1	0	0
pedofili	act	0	0	0	0	0	0	1	0	0
framskridandet	progress	1	1	0	1	1	1	1	0	1
erkännandet	acknowledge	0	1	1	1	1	0	1	0	1
dialys	qualify	1	1	0	1	0	1	1	1	0
diciplinera	discipline	1	1	1	1	0	1	1	0	1
propagandadokument	document	0	0	0	0	0	1	1	0	0
pedofila	be	0	1	0	0	0	0	1	0	1
Valencia	be	0	1	0	0	0	0	1	0	1
arbetstakt	work	1	1	1	1	0	1	1	0	1
missionsarbete	work	1	1	1	1	0	1	1	0	1
stöps	be	0	1	0	0	0	0	1	0	1
försiktigare	care	1	1	1	1	0	1	1	0	1
upplagor	be	0	1	0	0	0	0	1	0	1
förbränner	burn	0	-1	-1	-1	0	1	1	-1	0
registreringsavgifter	tax	0	0	1	1	1	0	1	0	1
synkronisera	have	1	1	1	0	0	1	1	0	1
supermakternas	down	0	0	0	0	0	0	1	0	0
personalplan	like	1	1	1	1	0	1	1	1	1
partiella	precede	0	0	0	1	0	1	1	0	0
utbetalningsorder	order	0	0	0	-1	0	0	1	0	0
syndikalistiska	trade	0	1	1	1	1	1	1	0	1
rättsligt	court	1	1	1	1	1	1	1	1	1
254	need	0	1	1	0	0	1	1	0	0
övervakat	monitor	0	1	1	1	1	0	1	0	0
domstolsbehandling	set	0	0	1	1	1	1	1	0	1
tillfredsställts	be	0	1	0	0	0	0	1	0	1
Lipietz	remark	0	0	0	0	0	1	1	-1	1
samhällsfrågor	issue	0	0	0	1	0	1	1	0	0
sällar	join	1	1	1	1	1	1	1	1	1
oskadliggöras	urge	1	1	1	1	0	1	1	1	1
främsta	top	0	0	1	0	1	1	1	0	1
partiellt	reiterate	0	1	0	1	1	1	1	0	0
förvärvade	acquire	1	1	1	1	1	1	1	0	1
regimskiften	change	0	1	0	1	0	1	1	0	1
landareal	land	0	0	1	0	0	1	1	0	1
buy-outs	have	1	1	1	0	0	1	1	0	1
åldersskäl	age	0	0	0	-1	0	1	1	0	0
träningsläger	camp	0	0	1	0	1	1	1	0	1
testförfarandena	test	0	1	1	0	1	1	1	0	1
nyckelland	see	1	1	1	1	1	1	1	0	1
missfallen	number	0	0	0	1	0	0	1	0	0
uppgiftsöverföring	transfer	0	0	0	0	0	1	1	0	0
samordningsprocesserna	process	0	0	1	1	1	1	1	0	0
remake	seem	0	0	0	0	0	-1	0	0	0
2013	hit	0	-1	-1	-1	0	1	0	-1	0
subventioner	aid	1	1	1	1	0	1	1	1	1
hushållning	manage	1	1	1	1	1	1	1	0	1
proteststämman	be	0	1	0	0	0	0	1	0	1
tillströmning	flow	0	0	0	0	0	0	1	0	0
inställningarna	position	0	0	0	1	0	1	1	0	0
överflödigt	need	0	1	1	0	0	1	1	0	0
främste	number	0	0	0	1	0	0	1	0	0
överregering	found	1	1	1	1	1	1	1	1	1
regimskiftet	change	0	1	0	1	0	1	1	0	1
gränszonen	zone	0	0	0	0	0	0	1	0	0
minskande	decline	0	0	-1	-1	0	1	1	0	0
drain	drain	0	0	0	0	1	1	1	0	0
ideligen	time	0	0	1	0	1	0	1	0	1
brobyggande	bridge	0	0	0	1	0	1	1	0	1
yrkesförarna	intend	0	0	0	1	0	1	1	0	1
bang	bang	0	0	0	-1	0	1	1	-1	0
namnfrågan	name	0	1	1	1	1	1	1	0	1
beslutandet	determine	0	0	0	0	0	0	1	0	1
undanröjer	remove	-1	1	-1	-1	1	0	1	-1	0
välja	choose	1	1	1	1	1	1	1	1	1
missilförsvarssystem	shield	1	1	1	1	0	1	1	1	1
jordbruksrådgivning	be	0	1	0	0	0	0	1	0	1
badkaret	translate	0	1	0	1	1	0	1	0	1
tidtabellsenligt	accord	1	0	0	1	0	1	1	0	1
riskområdet	risk	-1	0	-1	0	-1	0	1	0	-1
bebyggelse	build	1	1	1	1	1	1	1	0	1
delbetänkande	report	0	0	-1	1	0	0	1	0	-1
affärskontrakt	contract	-1	0	-1	0	-1	-1	1	0	-1
välgrundade	sound	1	0	0	1	0	1	0	0	0
kvalitetskontroll	control	1	0	1	0	1	1	1	0	1
naturvård	state	0	1	1	1	0	1	1	0	0
arbetsmarknadspolitik	market	0	0	0	1	1	1	1	0	1
flygplatsavgifterna	charge	-1	0	0	-1	1	1	1	-1	1
vägbyggnadsarbetena	work	1	1	1	1	0	1	1	0	1
krigsmaterielexport	export	0	0	1	0	1	1	1	0	1
påbjudits	decree	0	0	1	0	0	1	1	0	1
polisstyrka	police	0	0	0	-1	0	1	1	0	0
likalön	pay	0	0	-1	0	0	-1	1	0	-1
färdigställas	be	0	1	0	0	0	0	1	0	1
bekräftats	confirm	1	1	1	1	1	1	1	0	1
riskområden	risk	-1	0	-1	0	-1	0	1	0	-1
sinter	involve	0	0	0	0	1	1	1	0	0
utbildningsanstalterna	draw	0	0	1	1	1	1	0	0	0
regeringsperioderna	state	0	1	1	1	0	1	1	0	0
kartläggningar	survey	0	1	0	1	0	1	1	0	0
stapplade	be	0	1	0	0	0	0	1	0	1
kväveoxid	suggest	1	1	1	1	0	1	1	0	1
erkänns	be	0	1	0	0	0	0	1	0	1
åter	back	1	1	1	1	1	1	1	1	1
förmaning	warn	0	1	0	1	0	1	1	0	0
finanserna	finance	1	1	1	1	1	1	1	0	1
specialsession	follow	0	0	1	1	1	1	1	0	1
forslas	be	0	1	0	0	0	0	1	0	1
finansverksamheten	finance	1	1	1	1	1	1	1	0	1
kostnadsökningen	cost	0	-1	0	0	0	0	1	-1	0
framställarna	petition	1	0	1	1	1	1	1	0	1
avsvurit	hold	0	1	1	1	1	1	1	0	1
4	further	1	1	1	1	0	1	1	0	1
MPF-ledamöterna	make	0	0	0	1	0	0	1	0	0
erkänna	acknowledge	0	1	1	1	1	0	1	0	1
samfundet	have	1	1	1	0	0	1	1	0	1
penningmängd	supply	0	0	1	1	1	1	1	0	1
kvalitetsmärke	mark	0	1	0	0	0	1	1	0	0
presentabla	word	0	1	0	0	0	0	1	0	0
arbetslöshetsbekämpningen	fight	-1	0	-1	-1	0	0	1	0	-1
avlossats	fire	0	0	1	0	1	0	1	0	1
-för	stress	0	0	1	1	0	1	1	0	0
invandringslagarna	accord	1	0	0	1	0	1	1	0	1
socialförsäkringssystem	underlie	0	0	0	0	0	1	1	0	0
ombytta	reverse	0	0	-1	0	0	1	1	0	0
regelbrott	rule	1	1	1	1	1	1	1	0	1
slutkontrollen	control	1	0	1	0	1	1	1	0	1
oslagbar	be	0	1	0	0	0	0	1	0	1
bringats	be	0	1	0	0	0	0	1	0	1
vårdsystem	care	1	1	1	1	0	1	1	0	1
överskottslager	stock	0	0	1	1	1	1	1	0	1
forska	research	0	-1	1	1	1	1	1	0	1
översvämningsförebyggande	restore	1	1	1	1	0	1	1	1	1
nedtecknas	be	0	1	0	0	0	0	1	0	1
marknadsförhållandena	market	0	0	0	1	1	1	1	0	1
introduktion	introduce	1	1	1	1	1	1	1	1	1
kontrollrapporter	control	1	0	1	0	1	1	1	0	1
Zakajev	point	0	0	0	0	1	0	1	0	0
utvecklingsfinansiering	finance	1	1	1	1	1	1	1	0	1
rättsstats	rule	1	1	1	1	1	1	1	0	1
omgivningens	surround	0	0	-1	0	1	1	1	0	1
Lechner	do	1	1	1	0	0	1	1	0	1
skaffas	be	0	1	0	0	0	0	1	0	1
skaffar	be	0	1	0	0	0	0	1	0	1
flygtransportsektorns	transport	0	1	0	1	1	1	1	0	0
terrorangrepp	attack	0	-1	-1	-1	1	1	0	-1	0
tå	word	0	1	0	0	0	0	1	0	0
skaffat	acquire	1	1	1	1	1	1	1	0	1
ränteinkomster	earn	1	1	1	0	1	1	1	0	1
backa	back	1	1	1	1	1	1	1	1	1
planeringstillstånd	plan	1	1	1	1	1	1	1	0	1
skrämselpropaganda	scare	0	-1	0	-1	0	1	0	-1	0
rutinhändelse	matter	0	0	0	-1	0	1	1	0	0
informationsspridning	disseminate	1	1	1	1	0	1	1	0	1
Nej	say	0	0	0	0	0	0	1	0	0
sammankallande	convene	0	0	1	1	1	1	1	0	1
sammanfogas	be	0	1	0	0	0	0	1	0	1
framställdes	produce	1	1	1	1	0	1	1	0	1
rekordstort	record	1	1	1	1	1	1	1	0	1
statscheferna	head	1	0	1	1	1	1	1	0	1
projektering	design	1	1	1	1	1	1	1	0	1
återkrävande	recover	1	1	1	1	1	1	1	0	1
bekämpningsmedlet	can	0	0	0	0	0	1	1	0	1
dold	hide	0	0	0	0	0	0	1	1	0
rymdsektor	establish	0	0	1	1	1	1	1	1	1
förhandlingsinstrument	chip	0	0	0	0	1	1	1	0	1
irländare	be	0	1	0	0	0	0	1	0	1
bekämpningsmedlen	sound	1	0	0	1	0	1	0	0	0
diskuterar	be	0	1	0	0	0	0	1	0	1
kompetensöverföring	transfer	0	0	0	0	0	1	1	0	0
olösta	resolve	-1	1	0	0	1	-1	1	0	1
hantverksenheter	shop	0	0	1	0	1	1	1	0	1
vildmark	write	1	1	1	1	1	1	1	0	1
rekordstora	record	1	1	1	1	1	1	1	0	1
OECD-länderna	state	0	1	1	1	0	1	1	0	0
dolt	hide	0	0	0	0	0	0	1	1	0
företagen	be	0	1	0	0	0	0	1	0	1
beskjutningen	shoot	0	0	0	-1	0	-1	1	-1	0
bombardemang	bomb	0	-1	0	-1	0	1	1	-1	0
lamslogs	go	0	0	0	0	0	0	1	0	0
fösts	be	0	1	0	0	0	0	1	0	1
övervakningsmyndigheterna	monitor	0	1	1	1	1	0	1	0	0
skål	cheer	1	1	1	1	1	1	1	1	1
självförsvarssituation	support	1	1	1	1	0	1	1	1	1
uppmuntra	encourage	1	1	1	1	0	1	1	1	1
randområden	market	0	0	0	1	1	1	1	0	1
vägmärken	sign	0	0	1	1	1	1	1	0	1
avfallsområdet	waste	0	-1	0	-1	-1	1	1	0	-1
transportbolag	transport	0	1	0	1	1	1	1	0	0
demokratisk	rule	1	1	1	1	1	1	1	0	1
trynfisk	share	1	1	1	0	1	1	1	0	1
samman	link	1	1	1	1	1	1	1	0	0
kapitalbeskattning	tax	0	0	1	1	1	0	1	0	1
avspänningen	be	0	1	0	0	0	0	1	0	1
flygövervakning	take	1	1	1	0	1	1	1	0	1
behörighetsområden	field	0	0	1	1	1	1	1	0	0
ursprungsregion	involve	0	0	0	0	1	1	1	0	0
nicklet	touch	1	0	1	0	0	1	1	0	1
oblygt	be	0	1	0	0	0	0	1	0	1
livsmedelskontrollen	control	1	0	1	0	1	1	1	0	1
tvångspant	term	1	1	0	1	1	1	0	0	0
ändrades	amend	1	1	1	1	1	1	1	0	1
livsmedelskontroller	control	1	0	1	0	1	1	1	0	1
försäljarens	down	0	0	0	0	0	0	1	0	0
gemenskapsbygget	word	0	1	0	0	0	0	1	0	0
säkrande	secure	0	0	1	1	1	1	1	0	1
Darybetänkandet	report	0	0	-1	1	0	0	1	0	-1
roaming	roam	0	1	1	0	0	1	1	0	1
utgallring	affect	1	0	0	0	0	1	1	0	0
avspegling	reflect	0	0	0	0	0	0	1	0	0
hållpunkt	point	0	0	0	0	1	0	1	0	0
infunnit	come	0	1	0	0	0	0	1	0	0
vilseledda	mislead	0	-1	0	-1	0	1	0	-1	0
invånares	fit	0	0	1	1	0	1	1	0	1
garanti	guarantee	1	1	1	1	1	1	1	1	1
vilseledde	mislead	0	-1	0	-1	0	1	0	-1	0
energipolitikens	be	0	1	0	0	0	0	1	0	1
bostadsprojekt	project	0	0	1	1	1	1	1	0	1
bifångst	catch	0	1	0	0	1	1	1	0	1
allians	ally	0	0	0	0	0	1	1	0	1
härbärgeras	be	0	1	0	0	0	0	1	0	1
Trade	trade	0	1	1	1	1	1	1	0	1
forskningsprogrammens	research	0	-1	1	1	1	1	1	0	1
tjugotusen	be	0	1	0	0	0	0	1	0	1
invånaren	transfer	0	0	0	0	0	1	1	0	0
förvaltningsfonder	trust	1	1	1	1	1	1	1	1	1
lejd	inspire	1	1	1	1	1	1	1	1	1
studieår	discipline	1	1	1	1	0	1	1	0	1
personalkostnader	cost	0	-1	0	0	0	0	1	-1	0
marknadspris	price	0	0	1	1	1	0	1	0	1
lands	land	0	0	1	0	0	1	1	0	1
EU-lån	credit	1	0	1	1	1	1	1	1	1
vanföreställningar	back	1	1	1	1	1	1	1	1	1
trögt	slow	0	-1	0	-1	0	1	-1	0	0
lagarna	rule	1	1	1	1	1	1	1	0	1
retoriken	have	1	1	1	0	0	1	1	0	1
gemenskapsfrågor	issue	0	0	0	1	0	1	1	0	0
uppdagade	reveal	0	0	0	1	0	1	1	0	0
EU-ståndpunkt	position	0	0	0	1	0	1	1	0	0
landa	land	0	0	1	0	0	1	1	0	1
efterlevts	be	0	1	0	0	0	0	1	0	1
tillhandahålls	provide	1	1	1	1	1	1	1	0	1
ogrundat	have	1	1	1	0	0	1	1	0	1
återspegling	reflect	0	0	0	0	0	0	1	0	0
budgettak	finance	1	1	1	1	1	1	1	0	1
sänkor	sink	0	0	0	-1	1	0	0	-1	0
statskassa	state	0	1	1	1	0	1	1	0	0
Rotterdam	term	1	1	0	1	1	1	0	0	0
avhopp	rate	0	1	0	1	0	0	1	0	0
tröga	slow	0	-1	0	-1	0	1	-1	0	0
anti-amerikansk	remark	0	0	0	0	0	1	1	-1	1
totalkostnaderna	cost	0	-1	0	0	0	0	1	-1	0
förmodad	suppose	0	0	0	0	1	0	1	0	0
anmälts	be	0	1	0	0	0	0	1	0	1
Martíns	set	0	0	1	1	1	1	1	0	1
floderna	flood	0	0	0	0	1	0	1	0	0
etableringsrätt	regard	1	1	1	1	1	1	1	1	1
behandling	read	0	0	1	0	1	0	1	0	1
moderfartyg	ship	1	0	1	1	0	1	1	0	1
förhållande	compare	0	0	0	0	0	1	1	0	0
penningaffärer	play	1	1	1	1	1	1	1	0	1
expertkommittén	say	0	0	0	0	0	0	1	0	0
förmodat	presume	1	1	1	1	0	1	1	0	1
uppskattades	appreciate	1	1	1	1	0	1	1	0	1
förkastats	reject	0	0	-1	-1	0	1	1	0	0
förmodas	be	0	1	0	0	0	0	1	0	1
förmodar	assume	0	0	0	1	1	0	1	0	0
kampanjerna	campaign	0	0	1	1	1	1	1	-1	1
balkanregionen	blind	0	0	-1	-1	0	1	1	0	0
rättegångsreglerna	prevent	0	0	0	-1	0	1	1	-1	0
säkerhetsdebatten	debate	0	1	0	1	1	1	1	0	0
ratificeringshandlingar	order	0	0	0	-1	0	0	1	0	0
skattedeklareras	tax	0	0	1	1	1	0	1	0	1
självt	say	0	0	0	0	0	0	1	0	0
inletts	be	0	1	0	0	0	0	1	0	1
sammanvävda	see	1	1	1	1	1	1	1	0	1
överfaller	bombard	0	-1	0	-1	0	1	0	-1	0
utlyses	be	0	1	0	0	0	0	1	0	1
utlyser	call	0	0	1	1	0	1	1	0	1
konsumentsamhället	need	0	1	1	0	0	1	1	0	0
överfallen	attack	0	-1	-1	-1	1	1	0	-1	0
själva	be	0	1	0	0	0	0	1	0	1
investeringarna	invest	1	1	1	1	1	1	1	1	1
markerar	mark	0	1	0	0	0	1	1	0	0
vapenhandeln	arm	0	0	0	-1	0	1	0	-1	0
steningen	stone	0	0	0	-1	0	1	1	0	1
radiostationen	station	0	0	0	0	1	0	1	0	0
alppassen	pass	0	1	0	0	0	1	1	0	0
ökning	increase	1	1	0	1	0	1	1	0	1
land-	land	0	0	1	0	0	1	1	0	1
nödvändligt	aim	0	0	0	1	1	0	1	0	1
uppväcker	arouse	1	1	0	1	0	1	1	0	0
produktionsförmågan	accord	1	0	0	1	0	1	1	0	1
energibehovet	demand	0	0	1	1	0	1	1	0	1
kraftverkets	power	1	0	0	0	0	0	1	0	1
avkoloniseras	amount	0	0	0	1	0	0	1	0	0
effektivitetens	term	1	1	0	1	1	1	0	0	0
byggprojekt	project	0	0	1	1	1	1	1	0	1
Edinburgh-avtalet	decline	0	0	-1	-1	0	1	1	0	0
verkligt	major	0	1	0	0	1	1	1	0	1
storleksordning	scale	0	0	0	0	0	0	1	0	0
äldreomsorgen	care	1	1	1	1	0	1	1	0	1
webben	picture	0	0	0	0	0	1	1	0	0
uppförstora	picture	0	0	0	0	0	1	1	0	0
befolkningsgruppens	end	0	1	0	0	1	0	1	0	0
utprovad	reach	0	1	0	0	0	1	1	0	0
apotek	have	1	1	1	0	0	1	1	0	1
vattensystem	water	0	-1	0	-1	0	1	1	0	1
ledamotens	raise	0	0	1	1	0	0	1	0	1
sammanställning	compile	1	1	1	1	1	1	1	0	1
PASOK-företrädarnas	discuss	1	1	0	1	1	1	1	0	1
innanhav	become	0	0	0	0	0	0	1	0	0
personalplanering	plan	1	1	1	1	1	1	1	0	1
humanismen	represent	0	1	0	1	0	1	1	0	0
parlament	house	1	1	0	1	1	1	1	1	1
upphovsrättsinnehavarna	obstruct	0	0	-1	-1	0	1	0	0	0
tunnas	be	0	1	0	0	0	0	1	0	1
erinrades	be	0	1	0	0	0	0	1	0	1
sparris	come	0	1	0	0	0	0	1	0	0
brand-	fire	0	0	1	0	1	0	1	0	1
direktionen	board	0	0	1	0	1	1	1	0	1
FoU	research	0	-1	1	1	1	1	1	0	1
småsinta	set	0	0	1	1	1	1	1	0	1
specialisering	be	0	1	0	0	0	0	1	0	1
befolkningsstorlek	account	0	0	0	0	0	1	1	0	0
detaljhandelsmarknaden	market	0	0	0	1	1	1	1	0	1
roffar	grab	0	0	-1	-1	0	1	1	-1	0
skriven	write	1	1	1	1	1	1	1	0	1
roffat	have	1	1	1	0	0	1	1	0	1
murarna	shut	1	0	0	0	0	0	1	0	0
student-	exchange	0	0	1	0	1	0	1	0	0
universalism	involve	0	0	0	0	1	1	1	0	0
erbjöd	provide	1	1	1	1	1	1	1	0	1
utvecklingsplan	plan	1	1	1	1	1	1	1	0	1
transaktionsskatter	tax	0	0	1	1	1	0	1	0	1
någonvart	progress	1	1	0	1	1	1	1	0	1
förespår	predict	0	1	0	0	0	1	1	0	0
skissa	outline	1	1	1	1	1	1	1	0	1
exkluderats	exclude	0	0	-1	-1	0	1	1	0	0
eftergiften	make	0	0	0	1	0	0	1	0	0
Tjernobyleran	push	0	0	-1	-1	0	1	1	-1	0
utropar	proclaim	1	1	1	1	1	1	1	0	1
utropas	be	0	1	0	0	0	0	1	0	1
kärnsäkerheten	safeguard	1	1	0	1	0	1	1	1	1
icke-våld	mean	0	0	0	0	0	-1	0	0	0
produktiv	yield	1	1	1	1	1	1	1	0	0
utropat	declare	0	0	1	0	0	1	1	0	1
marknadsorienteringen	market	0	0	0	1	1	1	1	0	1
spridningsutrustning	spray	0	-1	0	-1	0	1	-1	-1	0
terroristdåden	act	0	0	0	0	0	0	1	0	0
10	be	0	1	0	0	0	0	1	0	1
nedvärdering	devalue	0	-1	0	-1	0	1	1	0	0
nattsömn	sleep	0	1	0	0	1	1	1	0	1
insatt	know	1	1	1	0	1	1	1	0	1
insats	work	1	1	1	1	0	1	1	0	1
socialstaten	state	0	1	1	1	0	1	1	0	0
försvar	defend	1	1	1	1	0	1	1	1	1
deporterade	deport	0	0	-1	-1	0	1	0	-1	0
varskos	be	0	1	0	0	0	0	1	0	1
övervakningsgrupp	group	0	0	0	1	1	0	1	0	1
suget	urge	1	1	1	1	0	1	1	1	1
fullgörs	be	0	1	0	0	0	0	1	0	1
framställare	petition	1	0	1	1	1	1	1	0	1
vattenbruksanläggningar	permit	0	0	0	1	1	1	1	1	0
bilkrisen	put	1	1	1	0	1	1	1	0	1
inrapporterade	report	0	0	-1	1	0	0	1	0	-1
kärnkraftsanläggningarnas	station	0	0	0	0	1	0	1	0	0
tackla	tackle	0	1	-1	0	0	0	1	0	1
säkerhetsteknik	point	0	0	0	0	1	0	1	0	0
reklamförbud	ban	0	-1	-1	-1	0	1	1	0	0
exportnackdelar	result	0	0	0	0	1	0	1	0	0
jordbrukarbefolkning	farm	0	1	1	1	1	1	1	0	1
Major	lie	0	0	0	0	0	1	1	0	0
palestinskt	occupy	0	0	0	0	1	1	1	0	1
ordinera	prescribe	1	1	1	1	1	1	1	0	1
anslagsöverföringar	transfer	0	0	0	0	0	1	1	0	0
handelsram	trade	0	1	1	1	1	1	1	0	1
skolavhoppen	leave	0	0	0	0	0	0	1	-1	0
plogen	be	0	1	0	0	0	0	1	0	1
tillfreds	satisfy	1	1	0	1	0	1	1	1	1
16.30	vote	0	0	0	1	1	1	1	0	0
dekorativ	fail	0	0	-1	-1	-1	0	1	-1	-1
livsmönster	be	0	1	0	0	0	0	1	0	1
vattenkanoner	water	0	-1	0	-1	0	1	1	0	1
sjöfartsmakterna	date	0	0	1	0	1	0	1	0	1
spillt	waste	0	-1	0	-1	-1	1	1	0	-1
dogmatisk	sense	0	0	0	0	1	0	1	0	0
bevisupptagningen	take	1	1	1	0	1	1	1	0	1
bemannar	man	0	0	0	0	0	1	1	0	1
flaskhals	be	0	1	0	0	0	0	1	0	1
bevittnats	witness	0	1	1	1	0	1	1	0	1
mottagit	receive	1	1	1	0	1	1	1	0	1
socialismen	be	0	1	0	0	0	0	1	0	1
insinuationer	do	1	1	1	0	0	1	1	0	1
stödsystemen	support	1	1	1	1	0	1	1	1	1
reparationsmarknaden	repair	0	1	0	1	1	1	1	0	1
inspireras	inspire	1	1	1	1	1	1	1	1	1
väggen	back	1	1	1	1	1	1	1	1	1
handelsdelegation	trade	0	1	1	1	1	1	1	0	1
brottslighetens	sort	0	0	0	1	0	1	1	0	0
stödsystemet	support	1	1	1	1	0	1	1	1	1
ingripande	intervene	0	0	0	-1	0	1	1	0	1
inspirerad	inspire	1	1	1	1	1	1	1	1	1
självbehärskning	happen	0	0	0	0	0	0	-1	0	0
njuta	enjoy	1	1	1	1	1	1	1	1	1
Montrealkonventionen	shape	1	1	0	1	1	1	1	0	0
degressiva	slide	0	0	0	-1	0	1	0	0	0
kloningsförbud	ban	0	-1	-1	-1	0	1	1	0	0
missleds	be	0	1	0	0	0	0	1	0	1
polisväsende	police	0	0	0	-1	0	1	1	0	0
tillnärmningen	adapt	0	1	1	1	1	1	1	0	1
förbund	group	0	0	0	1	1	0	1	0	1
sysselsättningskris	turn	0	0	0	0	0	0	1	0	0
förstelnad	constitute	1	1	1	1	1	1	1	1	1
resebyråer	travel	1	1	1	0	1	0	1	0	1
maskstorlek	net	0	0	1	0	0	1	1	0	1
Skopje	visit	1	1	1	1	1	1	1	1	1
byggets	stress	0	0	1	1	0	1	1	0	0
degressivt	accord	1	0	0	1	0	1	1	0	1
polisbevakningen	police	0	0	0	-1	0	1	1	0	0
