pt Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
alcançar-se-á	be	0	1	0	0	0	0	1	0	1
my	be	0	1	0	0	0	0	1	0	1
step	step	1	1	1	1	1	0	1	0	1
montra	shop	0	0	1	0	1	1	1	0	1
ultrapassar-se	exceed	0	0	0	0	0	0	1	0	0
dispersão	spread	-1	-1	0	1	0	-1	1	0	0
lutava	fight	-1	0	-1	-1	0	0	1	0	-1
criticá-los	criticize	-1	0	-1	-1	0	0	1	-1	-1
guardou	have	1	1	1	0	0	1	1	0	1
partilhá-lo	share	1	1	1	0	1	1	1	0	1
discordam	disagree	0	0	0	1	0	1	1	0	1
joguete	begin	1	1	1	1	0	1	1	0	1
supra-estatal	process	0	0	1	1	1	1	1	0	0
balcânicos	acquire	1	1	1	1	1	1	1	0	1
respeitados	respect	1	1	1	1	0	1	1	1	1
respeitador	respect	1	1	1	1	0	1	1	1	1
Vietname	be	0	1	0	0	0	0	1	0	1
verga	bow	0	0	0	0	0	1	1	0	0
préstimos	give	0	1	1	0	0	0	1	0	1
discordar	disagree	0	0	0	1	0	1	1	0	1
atravessem	cross	0	1	1	0	1	1	1	0	1
informando-me	inform	1	1	1	1	0	1	1	1	0
atravessei	be	0	1	0	0	0	0	1	0	1
acolheremos	welcome	1	1	1	1	1	1	1	1	1
UÇK	force	0	0	0	-1	0	1	0	-1	0
submeterem-se	submit	0	0	1	1	0	1	1	0	0
tocas	fly	0	1	1	0	0	0	1	0	1
mandante	draw	0	0	1	1	1	1	0	0	0
projectáveis	can	0	0	0	0	0	1	1	0	1
localizá-los	locate	0	1	0	1	1	1	1	0	0
ardida	burn	0	-1	-1	-1	0	1	1	-1	0
retiradas	withdraw	0	0	0	-1	0	1	1	0	0
urbanos	bus	0	0	0	0	0	1	1	0	1
keynesianismo	mix	0	0	0	1	1	0	1	0	1
apontarmos	point	0	0	0	0	1	0	1	0	0
dinamitar	blow	0	0	0	0	0	0	1	0	0
perguntarão	ask	0	0	0	0	1	1	1	0	0
permitir-me	allow	1	1	1	1	0	1	1	1	1
OomenRuijtens	back	1	1	1	1	1	1	1	1	1
confissão	be	0	1	0	0	0	0	1	0	1
repudiar	repudiate	0	0	-1	-1	0	1	1	0	1
reduzi-la	reduce	0	0	0	-1	1	1	1	-1	0
honrou	have	1	1	1	0	0	1	1	0	1
inibições	relax	0	1	0	1	1	0	1	0	1
enquadram-se	be	0	1	0	0	0	0	1	0	1
institucionalizar	place	0	0	1	1	1	1	1	0	1
prejudicam	damage	1	-1	0	-1	0	1	-1	-1	0
aufeririam	receive	1	1	1	0	1	1	1	0	1
desvalorizou	down	0	0	0	0	0	0	1	0	0
basta-nos	need	0	1	1	0	0	1	1	0	0
prejudicar	damage	1	-1	0	-1	0	1	-1	-1	0
monetária	price	0	0	1	1	1	0	1	0	1
implicará	mean	0	0	0	0	0	-1	0	0	0
ilegítimos	enjoy	1	1	1	1	1	1	1	1	1
vitórias	win	1	1	1	1	1	1	1	0	1
repudiam	be	0	1	0	0	0	0	1	0	1
lesavam	be	0	1	0	0	0	0	1	0	1
interrompido	interrupt	0	0	-1	-1	0	1	1	-1	0
interrompida	adjourn	0	1	1	1	0	1	1	0	1
propiciando-se	involve	0	0	0	0	1	1	1	0	0
vitrificação	mention	0	1	0	0	0	1	1	0	0
Gutiérrez-Cortines	have	1	1	1	0	0	1	1	0	1
repugnância	disgust	0	-1	0	-1	0	1	1	-1	1
equipamo-las	play	1	1	1	1	1	1	1	0	1
geralmente	tend	1	1	1	1	0	1	1	1	1
biocidas	contain	0	0	0	0	0	0	1	0	0
substituir-se	replace	0	1	0	0	1	1	1	0	1
sucederam	have	1	1	1	0	0	1	1	0	1
desbloqueiem	release	0	0	0	1	0	1	1	1	1
recrimine	notice	1	1	1	0	1	1	1	0	0
referir-me	refer	1	1	1	1	0	1	1	1	1
Sharon	explain	1	1	0	1	0	1	1	0	1
Stoke-on-Trent	voice	0	0	0	0	0	0	1	0	0
enganemos	let	0	0	0	1	-1	0	1	0	0
lobbying	lobby	0	0	1	1	1	1	1	0	1
incorporá-los	incorporate	0	0	1	1	0	1	1	0	1
horizonte	view	0	0	0	1	0	1	1	0	0
tendencialmente	tend	1	1	1	1	0	1	1	1	1
espingarda	gun	0	0	0	0	0	1	1	-1	0
azar	gamble	0	0	1	0	0	1	1	0	1
habitada	inhabit	1	0	1	0	1	1	1	0	1
pôr-nos	be	0	1	0	0	0	0	1	0	1
repercutem	have	1	1	1	0	0	1	1	0	1
cérebro	mind	0	0	1	1	1	1	1	0	1
tendentes	aim	0	0	0	1	1	0	1	0	1
parca	pay	0	0	-1	0	0	-1	1	0	-1
desprezada	neglect	1	-1	-1	-1	-1	1	0	-1	-1
desprezado	flout	0	-1	1	1	0	1	1	0	1
parco	spare	0	1	0	1	0	1	1	0	1
reside	be	0	1	0	0	0	0	1	0	1
sonharia	dream	0	1	0	0	0	0	1	0	1
poder-se-iam	can	0	0	0	0	0	1	1	0	1
Grupo	group	0	0	0	1	1	0	1	0	1
infectou	infect	1	-1	0	-1	0	1	0	-1	-1
acentuando	increase	1	1	0	1	0	1	1	0	1
rastilho	spark	0	0	0	1	0	1	1	0	0
explicitam	clear	0	1	1	1	1	1	1	0	1
map	map	0	0	0	0	0	1	1	0	1
mas	provide	1	1	1	1	1	1	1	0	1
mar	water	0	-1	0	-1	0	1	1	0	1
mau	malfunction	0	-1	0	0	0	0	-1	0	0
desencadeando	trigger	0	0	0	1	0	0	0	0	0
precipício	back	1	1	1	1	1	1	1	1	1
requeridas	require	0	1	1	0	1	1	1	0	0
perigos	risk	-1	0	-1	0	-1	0	1	0	-1
apelidaria	call	0	0	1	1	0	1	1	0	1
edulcorada	water	0	-1	0	-1	0	1	1	0	1
manietadas	provide	1	1	1	1	1	1	1	0	1
analisei	have	1	1	1	0	0	1	1	0	1
Bochum	go	0	0	0	0	0	0	1	0	0
aceitássemos	accept	1	1	1	1	1	1	1	0	1
citava	quote	1	1	1	1	1	1	1	0	0
juraram	vow	1	1	1	1	0	1	1	0	1
mal	harm	0	-1	-1	-1	0	1	0	-1	-1
somam-se	be	0	1	0	0	0	0	1	0	1
man	man	0	0	0	0	0	1	1	0	1
entendidos	understand	1	1	1	1	1	1	1	0	1
Mira	matter	0	0	0	-1	0	1	1	0	0
adversas	oppose	0	0	-1	-1	0	1	1	0	-1
recorrente	recur	0	0	0	0	0	1	1	0	0
alertando	warn	0	1	0	1	0	1	1	0	0
pensada	think	0	0	1	1	1	1	1	1	0
sinalética	sign	0	0	1	1	1	1	1	0	1
inviolável	value	1	1	1	1	0	1	1	1	1
depararia	meet	0	1	1	1	1	1	1	0	1
absurda	do	1	1	1	0	0	1	1	0	1
revestirão	be	0	1	0	0	0	0	1	0	1
sacrificamos	sacrifice	1	0	1	-1	-1	1	1	0	0
talk	talk	0	0	0	0	0	1	1	0	0
exteriores	tell	1	1	0	1	0	1	1	0	0
pedimos-lhe	ask	0	0	0	0	1	1	1	0	0
arrisca-se	risk	-1	0	-1	0	-1	0	1	0	-1
pedimos-lho	ask	0	0	0	0	1	1	1	0	0
interrogá-lo	ask	0	0	0	0	1	1	1	0	0
avançássemos	be	0	1	0	0	0	0	1	0	1
monoparental	single	0	0	0	-1	0	0	1	0	0
falsear	distort	0	0	0	-1	0	1	0	0	0
aproveitará	take	1	1	1	0	1	1	1	0	1
favoreceria	encourage	1	1	1	1	0	1	1	1	1
formalizássemos	be	0	1	0	0	0	0	1	0	1
conduziria	lead	0	1	1	1	1	0	1	0	1
falam-nos	be	0	1	0	0	0	0	1	0	1
renunciaria	give	0	1	1	0	0	0	1	0	1
renovação	renew	0	0	1	1	0	1	1	0	0
redundaria	be	0	1	0	0	0	0	1	0	1
assombrado	look	0	1	1	0	0	0	1	0	1
diligencie	take	1	1	1	0	1	1	1	0	1
assombrada	overshadow	0	-1	0	-1	0	1	0	0	0
exasperar	push	0	0	-1	-1	0	1	1	-1	0
influenciados	influence	0	0	0	0	0	1	1	0	0
categoricamente	oppose	0	0	-1	-1	0	1	1	0	-1
queira-se	like	1	1	1	1	0	1	1	1	1
estragado	spoil	0	-1	0	-1	-1	1	0	-1	-1
planifique	plan	1	1	1	1	1	1	1	0	1
falsidade	lie	0	0	0	0	0	1	1	0	0
estragada	mar	0	0	0	1	0	1	1	0	1
adiantar-lhe	tell	1	1	0	1	0	1	1	0	0
conformarão	follow	0	0	1	1	1	1	1	0	1
atentamos	look	0	1	1	0	0	0	1	0	1
presos	arrest	0	0	-1	-1	1	1	1	-1	1
levantar-lhes	hinder	0	-1	0	-1	0	1	0	-1	0
preconizávamos	be	0	1	0	0	0	0	1	0	1
proporciona-me	give	0	1	1	0	0	0	1	0	1
necessitaria	need	0	1	1	0	0	1	1	0	0
bomba	bomb	0	-1	0	-1	0	1	1	-1	0
passava	happen	0	0	0	0	0	0	-1	0	0
privando-as	deprive	0	-1	0	-1	0	1	0	-1	0
fizermos	do	1	1	1	0	0	1	1	0	1
repudio	repudiate	0	0	-1	-1	0	1	1	0	1
impediram-se	prevent	0	0	0	-1	0	1	1	-1	0
Kroes	have	1	1	1	0	0	1	1	0	1
contraiam	contract	-1	0	-1	0	-1	-1	1	0	-1
ansiosamente	forward	1	1	0	1	1	1	1	0	1
repudia	repudiate	0	0	-1	-1	0	1	1	0	1
atracção	attract	0	0	0	1	0	0	1	0	0
levanta-me	have	1	1	1	0	0	1	1	0	1
quantitativamente	term	1	1	0	1	1	1	0	0	0
pervertendo	distort	0	0	0	-1	0	1	0	0	0
rock	rock	0	0	0	-1	0	1	1	-1	1
tropa	force	0	0	0	-1	0	1	0	-1	0
verbalismo	protect	1	1	1	1	0	1	1	1	1
bombo	push	0	0	-1	-1	0	1	1	-1	0
cartografia	map	0	0	0	0	0	1	1	0	1
juntamente	join	1	1	1	1	1	1	1	1	1
Dhaka	break	0	0	-1	-1	1	1	1	0	1
substituírem	replace	0	1	0	0	1	1	1	0	1
faseadas	step	1	1	1	1	1	0	1	0	1
Gradin	have	1	1	1	0	0	1	1	0	1
evitemos	avoid	-1	1	-1	0	1	-1	1	0	1
exceder-se	go	0	0	0	0	0	0	1	0	0
enfrentaram	have	1	1	1	0	0	1	1	0	1
obedeceram	obey	0	1	1	1	0	1	1	-1	1
incorridas	incur	0	0	0	0	0	0	1	0	0
possibilitando-lhes	enable	1	1	0	1	1	1	1	1	0
trabalharmos	work	1	1	1	1	0	1	1	0	1
desfazemos	clear	0	1	1	1	1	1	1	0	1
gabado	boast	1	1	1	1	1	1	1	0	1
responsabilizá-los	hold	0	1	1	1	1	1	1	0	1
fazem	be	0	1	0	0	0	0	1	0	1
Theresa	voice	0	0	0	0	0	0	1	0	0
tertúlia	shop	0	0	1	0	1	1	1	0	1
designava	call	0	0	1	1	0	1	1	0	1
fazes	do	1	1	1	0	0	1	1	0	1
fazer	do	1	1	1	0	0	1	1	0	1
limitassem	limit	0	0	0	-1	0	1	1	0	0
dividiu-se	split	1	0	1	-1	0	1	1	-1	1
abafado	stifle	0	-1	0	-1	0	1	0	-1	0
emergem	emerge	1	1	0	0	0	1	1	0	1
atribuir-lhes	give	0	1	1	0	0	0	1	0	1
classificámos	classify	0	0	0	1	0	1	1	0	0
perfilar	emerge	1	1	0	0	0	1	1	0	1
gota	drop	0	1	0	-1	-1	0	1	0	-1
referirmos	mention	0	1	0	0	0	1	1	0	0
chave	scale	0	0	0	0	0	0	1	0	0
Souladakis	position	0	0	0	1	0	1	1	0	0
descambe	become	0	0	0	0	0	0	1	0	0
atice	give	0	1	1	0	0	0	1	0	1
acusa-os	accuse	0	0	-1	-1	0	1	1	-1	-1
vislumbrem	see	1	1	1	1	1	1	1	0	1
resolverem	resolve	-1	1	0	0	1	-1	1	0	1
assiná-los	sign	0	0	1	1	1	1	1	0	1
indaguei	ask	0	0	0	0	1	1	1	0	0
ora	be	0	1	0	0	0	0	1	0	1
camuflada	hide	0	0	0	0	0	0	1	1	0
considerarmos	consider	1	1	1	1	1	1	1	0	1
quadrilátero	model	0	0	0	1	1	1	1	0	1
recônditas	back	1	1	1	1	1	1	1	1	1
evitar-se-iam	avoid	-1	1	-1	0	1	-1	1	0	1
thing	approach	0	1	1	0	1	1	1	0	1
facultarão	provide	1	1	1	1	1	1	1	0	1
intensificarem	step	1	1	1	1	1	0	1	0	1
Cancum	talk	0	0	0	0	0	1	1	0	0
dividi-los	divide	0	-1	0	-1	0	1	0	-1	0
congratular-se-á	welcome	1	1	1	1	1	1	1	1	1
conceberem	devise	1	1	1	1	1	1	1	0	1
think	think	0	0	1	1	1	1	1	1	0
satisfeita	please	0	0	0	1	0	1	1	1	0
suspender	suspend	0	0	-1	-1	0	0	1	0	-1
supervisionada	supervise	1	1	1	1	1	1	1	0	1
tranquilizou-me	reassure	1	1	1	1	0	1	1	1	1
regulasse	regulate	0	0	0	0	1	1	1	0	1
crie	create	1	1	0	1	1	1	1	0	0
Necessitamos	need	0	1	1	0	0	1	1	0	0
reflorescer	need	0	1	1	0	0	1	1	0	0
cria	create	1	1	0	1	1	1	1	0	0
investiriam	invest	1	1	1	1	1	1	1	1	1
Schmidbauer	have	1	1	1	0	0	1	1	0	1
tradição	practice	0	0	1	1	0	0	1	0	0
contentarmo-nos	be	0	1	0	0	0	0	1	0	1
manietada	claim	1	1	1	0	1	1	1	0	1
fórmulas	form	1	1	1	1	1	1	1	0	1
suspendem	suspend	0	0	-1	-1	0	0	1	0	-1
desmente	lie	0	0	0	0	0	1	1	0	0
Levy	correct	0	0	0	1	0	1	1	0	0
compreensibilidade	understand	1	1	1	1	1	1	1	0	1
sucumbiram	have	1	1	1	0	0	1	1	0	1
equiparado	equate	0	0	0	0	0	1	1	0	0
deontológicas	code	1	1	0	1	0	1	1	0	0
sócio-político	create	1	1	0	1	1	1	1	0	0
desbravados	clear	0	1	1	1	1	1	1	0	1
angariarem	allow	1	1	1	1	0	1	1	1	1
retidas	hold	0	1	1	1	1	1	1	0	1
Levi	be	0	1	0	0	0	0	1	0	1
vassalos	wish	1	1	1	1	1	1	1	1	1
somado	add	1	1	1	1	1	0	1	0	1
Equador	transfer	0	0	0	0	0	1	1	0	0
Buitenweg	mention	0	1	0	0	0	1	1	0	0
sublinho-o	stress	0	0	1	1	0	1	1	0	0
saturadas	dominate	1	0	1	0	1	1	1	0	1
detenhamos	look	0	1	1	0	0	0	1	0	1
Deve	do	1	1	1	0	0	1	1	0	1
emocionante	excite	0	0	0	-1	0	1	0	-1	0
vindouras	come	0	1	0	0	0	0	1	0	0
Devo	have	1	1	1	0	0	1	1	0	1
trazê-los	bring	0	0	1	1	0	0	1	0	0
precipitação	rush	0	0	-1	-1	1	1	1	-1	0
homogéneas	be	0	1	0	0	0	0	1	0	1
dispensadas	exempt	0	0	-1	-1	0	0	1	0	0
atribuíveis	attribute	0	0	1	1	1	1	1	0	1
radiantes	be	0	1	0	0	0	0	1	0	1
cumprimento	comply	0	0	0	1	1	1	1	0	1
10	set	0	0	1	1	1	1	1	0	1
actua-se	take	1	1	1	0	1	1	1	0	1
15	group	0	0	0	1	1	0	1	0	1
restaurará	restore	1	1	1	1	0	1	1	1	1
avaliá-lo	be	0	1	0	0	0	0	1	0	1
19	see	1	1	1	1	1	1	1	0	1
desmobilizar	be	0	1	0	0	0	0	1	0	1
alvitrou	suggest	1	1	1	1	0	1	1	0	1
orientadora	guide	0	0	1	1	1	1	1	1	1
pegar	take	1	1	1	0	1	1	1	0	1
ofensivas	insult	0	-1	-1	-1	0	1	0	-1	1
cumprimenta	send	1	1	1	0	1	1	1	0	1
garantiram	have	1	1	1	0	0	1	1	0	1
eufóricas	reform	1	1	0	1	0	1	1	0	1
pegam	take	1	1	1	0	1	1	1	0	1
desmobilizam	remove	-1	1	-1	-1	1	0	1	-1	0
currículos	study	1	0	1	1	1	1	1	0	1
sabotagem	sabotage	0	-1	0	-1	0	1	0	-1	0
contadores	counter	0	0	0	1	0	1	1	0	0
opôs	oppose	0	0	-1	-1	0	1	1	0	-1
arranjam	procure	1	1	1	1	1	1	1	0	1
ineficazes	be	0	1	0	0	0	0	1	0	1
aclamarão	simplify	1	1	0	1	1	1	1	0	0
corre	be	0	1	0	0	0	0	1	0	1
esforçado	work	1	1	1	1	0	1	1	0	1
horrível	shock	0	0	0	-1	0	1	-1	-1	0
informaram-no	be	0	1	0	0	0	0	1	0	1
alastrar-se	spread	-1	-1	0	1	0	-1	1	0	0
resolveu-se	resolve	-1	1	0	0	1	-1	1	0	1
criaria	create	1	1	0	1	1	1	1	0	0
prestou	have	1	1	1	0	0	1	1	0	1
deprime	depress	0	-1	0	-1	0	1	0	-1	0
considera-a	be	0	1	0	0	0	0	1	0	1
considera-o	consider	1	1	1	1	1	1	1	0	1
melindre	issue	0	0	0	1	0	1	1	0	0
tem-na	have	1	1	1	0	0	1	1	0	1
arranjar	found	1	1	1	1	1	1	1	1	1
desempregados	work	1	1	1	1	0	1	1	0	1
declaradamente	state	0	1	1	1	0	1	1	0	0
interrogo-me	wonder	0	1	0	0	-1	0	1	0	-1
aforro	save	1	1	1	1	0	1	1	1	1
enganando	mislead	0	-1	0	-1	0	1	0	-1	0
movimentações	move	0	0	0	1	0	1	1	0	0
oculta	hide	0	0	0	0	0	0	1	1	0
potential	term	1	1	0	1	1	1	0	0	0
ousem	dare	1	1	1	0	1	1	1	0	1
mandarmos	send	1	1	1	0	1	1	1	0	1
oculte	hide	0	0	0	0	0	0	1	1	0
receberia	receive	1	1	1	0	1	1	1	0	1
prestar-me	pay	0	0	-1	0	0	-1	1	0	-1
financiamentos	fund	1	1	1	1	1	1	1	0	1
oculto	hide	0	0	0	0	0	0	1	1	0
privar-nos	deprive	0	-1	0	-1	0	1	0	-1	0
Soviético	deal	0	0	0	0	0	0	0	0	0
violem	violate	0	-1	-1	-1	0	1	0	0	-1
confirmassem	confirm	1	1	1	1	1	1	1	0	1
unidas	unite	1	1	0	1	0	1	1	1	0
equacionados	set	0	0	1	1	1	1	1	0	1
subcontinente	respect	1	1	1	1	0	1	1	1	1
aplaudido	applaud	1	1	1	1	1	1	1	1	1
desprezados	disregard	0	-1	-1	-1	-1	1	1	0	-1
subscrita	sign	0	0	1	1	1	1	1	0	1
Thorp	plant	1	1	1	1	1	1	1	0	1
estimativas	estimate	1	1	1	0	0	1	1	0	1
desculpar-me-á	forgive	1	1	1	1	1	1	1	1	1
viabilizem	make	0	0	0	1	0	0	1	0	0
apetrechadas	equip	1	1	1	1	1	1	1	1	1
aplaudida	applaud	1	1	1	1	1	1	1	1	1
Nórdico	embark	1	1	0	1	1	1	1	0	1
levou-os	lead	0	1	1	1	1	0	1	0	1
consideram-nos	be	0	1	0	0	0	0	1	0	1
Informação	inform	1	1	1	1	0	1	1	1	0
xadrez	stage	0	1	1	1	1	0	1	0	1
chamemos-lhes	call	0	0	1	1	0	1	1	0	1
sobrevivermos	survive	-1	1	-1	0	1	-1	1	0	1
recuperá-los	back	1	1	1	1	1	1	1	1	1
1º	state	0	1	1	1	0	1	1	0	0
cruzamentos	cross	0	1	1	0	1	1	1	0	1
contradizendo	contradict	0	0	0	-1	0	1	1	-1	0
indevidamente	misuse	0	-1	-1	-1	-1	1	1	-1	-1
muitíssima	deal	0	0	0	0	0	0	0	0	0
desempenhamos	play	1	1	1	1	1	1	1	0	1
1ª	live	1	1	1	1	1	1	1	0	1
corrente	inform	1	1	1	1	0	1	1	1	0
motorização	remain	0	0	0	0	0	0	1	0	0
shop	shop	0	0	1	0	1	1	1	0	1
exportá-los	export	0	0	1	0	1	1	1	0	1
gostou	do	1	1	1	0	0	1	1	0	1
Clearing	oversee	1	1	1	1	1	1	1	0	1
olvidar	forget	-1	0	-1	-1	-1	0	1	-1	-1
guiadas	guide	0	0	1	1	1	1	1	1	1
achariam	be	0	1	0	0	0	0	1	0	1
levariam	lead	0	1	1	1	1	0	1	0	1
cobrarem	charge	-1	0	0	-1	1	1	1	-1	1
Waspam	carry	0	1	1	0	0	1	1	0	0
encerrava	involve	0	0	0	0	1	1	1	0	0
rebocadores	enjoy	1	1	1	1	1	1	1	1	1
Protocolo	process	0	0	1	1	1	1	1	0	0
fechar-se	close	0	1	1	0	0	1	1	0	1
apresentava	present	1	1	1	1	1	1	1	0	1
lançámos	launch	1	1	1	1	1	1	1	0	1
Hull	remark	0	0	0	0	0	1	1	-1	1
apriori	face	0	0	0	0	1	1	1	0	1
consistiria	be	0	1	0	0	0	0	1	0	1
feiticeiro	juggle	0	1	1	1	0	1	1	0	1
usou	have	1	1	1	0	0	1	1	0	1
fragilizadas	be	0	1	0	0	0	0	1	0	1
resolvê-las	resolve	-1	1	0	0	1	-1	1	0	1
usam-se	be	0	1	0	0	0	0	1	0	1
usos	practice	0	0	1	1	0	0	1	0	0
concederam	have	1	1	1	0	0	1	1	0	1
repetirá	be	0	1	0	0	0	0	1	0	1
inofensiva	constitute	1	1	1	1	1	1	1	1	1
prestigiando	add	1	1	1	1	1	0	1	0	1
resgate	rescue	1	1	1	1	1	1	1	1	1
executem	implement	1	1	1	1	1	1	1	0	1
segmentos	group	0	0	0	1	1	0	1	0	1
escuso	need	0	1	1	0	0	1	1	0	0
monitorizados	monitor	0	1	1	1	1	0	1	0	0
empolada	exaggerate	0	0	1	0	-1	1	1	0	0
empolado	blow	0	0	0	0	0	0	1	0	0
resistam	resist	-1	0	-1	-1	1	1	1	-1	1
citá-lo	quote	1	1	1	1	1	1	1	0	0
centralizadas	be	0	1	0	0	0	0	1	0	1
omnipotência	own	0	1	1	1	1	1	1	0	1
conferiu-me	do	1	1	1	0	0	1	1	0	1
sonantes	fine	0	1	1	1	1	1	1	1	1
insistir-se	be	0	1	0	0	0	0	1	0	1
misturam-se	mix	0	0	0	1	1	0	1	0	1
estudassem	study	1	0	1	1	1	1	1	0	1
circunstância	account	0	0	0	0	0	1	1	0	0
percamos	lose	0	0	0	-1	-1	1	1	0	-1
desintegradas	have	1	1	1	0	0	1	1	0	1
discutamos	discuss	1	1	0	1	1	1	1	0	1
Mundo	develop	0	1	0	1	0	0	1	0	0
qualificou	describe	0	0	0	1	0	0	1	0	1
consubstancia	represent	0	1	0	1	0	1	1	0	0
imemoriais	be	0	1	0	0	0	0	1	0	1
consubstancie	be	0	1	0	0	0	0	1	0	1
conferir-nos	give	0	1	1	0	0	0	1	0	1
permanentemente	time	0	0	1	0	1	0	1	0	1
especificando	specify	0	0	0	1	0	1	1	0	1
desfrutam	enjoy	1	1	1	1	1	1	1	1	1
destituídos	remove	-1	1	-1	-1	1	0	1	-1	0
combinar-se	combine	1	1	1	1	1	1	1	0	1
condicionadas	make	0	0	0	1	0	0	1	0	0
orçamentalistas	invest	1	1	1	1	1	1	1	1	1
relativa	concern	1	-1	0	-1	0	1	1	-1	0
desloquei-me	go	0	0	0	0	0	0	1	0	0
relativo	concern	1	-1	0	-1	0	1	1	-1	0
constrange	dismay	1	-1	0	1	0	1	1	-1	1
contemporaneidade	hand	1	1	0	1	1	1	1	0	1
comentará	comment	0	0	0	0	0	1	1	0	1
enunciou	have	1	1	1	0	0	1	1	0	1
minimizados	play	1	1	1	1	1	1	1	0	1
iniciá-lo	begin	1	1	1	1	0	1	1	0	1
torpe	clear	0	1	1	1	1	1	1	0	1
contemplámos	have	1	1	1	0	0	1	1	0	1
avisa	warn	0	1	0	1	0	1	1	0	0
desencadeia	trigger	0	0	0	1	0	0	0	0	0
concorre-se	have	1	1	1	0	0	1	1	0	1
iniciá-la	start	1	1	1	1	1	1	1	0	1
desencadeie	trigger	0	0	0	1	0	0	0	0	0
Mostre-nos	show	1	1	1	0	1	0	1	0	0
campeonatos	pressure	0	0	0	-1	0	0	1	-1	0
garantidos	guarantee	1	1	1	1	1	1	1	1	1
referir-lhes	tell	1	1	0	1	0	1	1	0	0
quadro	picture	0	0	0	0	0	1	1	0	0
parental	term	1	1	0	1	1	1	0	0	0
anuncia-nos	tell	1	1	0	1	0	1	1	0	0
comporta	be	0	1	0	0	0	0	1	0	1
converterão	become	0	0	0	0	0	0	1	0	0
capitalização	fund	1	1	1	1	1	1	1	0	1
perguntas-respostas	answer	0	1	0	1	0	0	1	0	0
tribunais	court	1	1	1	1	1	1	1	1	1
explicar-lhes	explain	1	1	0	1	0	1	1	0	1
exprimir-se	express	-1	0	0	0	1	0	1	0	0
habitamos	live	1	1	1	1	1	1	1	0	1
apõem	disregard	0	-1	-1	-1	-1	1	1	0	-1
elefante	move	0	0	0	1	0	1	1	0	0
intermédios	house	1	1	0	1	1	1	1	1	1
exigir-se	be	0	1	0	0	0	0	1	0	1
timeshare	respect	1	1	1	1	0	1	1	1	1
indicador	indicate	0	0	0	1	0	1	1	0	0
indicados	indicate	0	0	0	1	0	1	1	0	0
preparativo	prepare	1	1	1	1	1	1	1	1	1
hierarquização	rank	0	0	0	0	0	0	1	0	0
opinião.	limit	0	0	0	-1	0	1	1	0	0
copiam	copy	0	0	0	1	1	1	1	0	1
concluída	complete	1	1	1	1	1	1	1	0	1
contou	have	1	1	1	0	0	1	1	0	1
MP	be	0	1	0	0	0	0	1	0	1
harmonizando	bring	0	0	1	1	0	0	1	0	0
livre-arbítrio	do	1	1	1	0	0	1	1	0	1
estragarmos	avoid	-1	1	-1	0	1	-1	1	0	1
usa-os	down	0	0	0	0	0	0	1	0	0
abertos	open	1	1	1	1	0	0	1	0	1
Igrejas	be	0	1	0	0	0	0	1	0	1
vaticínios	refute	0	1	0	1	0	1	1	-1	1
reclassificado	carry	0	1	1	0	0	1	1	0	0
vectores	channel	0	0	0	0	0	0	1	0	0
estrito	speak	1	1	1	1	1	1	1	0	1
Waddington	join	1	1	1	1	1	1	1	1	1
furações	take	1	1	1	0	1	1	1	0	1
terrestres	land	0	0	1	0	0	1	1	0	1
Talibans	adopt	1	1	1	1	1	1	1	0	1
elencadas	list	0	0	0	1	0	0	1	0	1
restauradas	restore	1	1	1	1	0	1	1	1	1
prestação	provide	1	1	1	1	1	1	1	0	1
partições	reflect	0	0	0	0	0	0	1	0	0
pequenos	limit	0	0	0	-1	0	1	1	0	0
demitirem-se	resign	0	0	0	0	-1	1	1	0	-1
Vande	turn	0	0	0	0	0	0	1	0	0
aderimos	join	1	1	1	1	1	1	1	1	1
Democráticas	do	1	1	1	0	0	1	1	0	1
prevaleceria	prevail	1	1	0	0	0	1	1	0	0
Maldivas	give	0	1	1	0	0	0	1	0	1
deportando	deport	0	0	-1	-1	0	1	0	-1	0
acampamentos	camp	0	0	1	0	1	1	1	0	1
partida	start	1	1	1	1	1	1	1	0	1
assiste-lhes	have	1	1	1	0	0	1	1	0	1
É	be	0	1	0	0	0	0	1	0	1
correctamente	correct	0	0	0	1	0	1	1	0	0
identificaremos	identify	0	0	-1	0	0	1	1	0	0
Apoiei	support	1	1	1	1	0	1	1	1	1
reconheça-se	be	0	1	0	0	0	0	1	0	1
multámos	fine	0	1	1	1	1	1	1	1	1
julgava	think	0	0	1	1	1	1	1	1	0
morbilidade	write	1	1	1	1	1	1	1	0	1
guerras	wage	0	1	1	1	1	1	1	0	1
vitalidade	breathe	0	1	0	0	1	1	1	0	1
20	buck	0	0	-1	0	0	1	1	0	1
engenhoso	plug	0	0	0	1	1	1	1	0	1
grandezas	figure	0	0	0	0	0	0	0	0	0
candente	burn	0	-1	-1	-1	0	1	1	-1	0
iniciar-se-á	begin	1	1	1	1	0	1	1	0	1
implementar	implement	1	1	1	1	1	1	1	0	1
esqueci-me	forget	-1	0	-1	-1	-1	0	1	-1	-1
impeçamos	prevent	0	0	0	-1	0	1	1	-1	0
extrai	draw	0	0	1	1	1	1	0	0	0
necessários	need	0	1	1	0	0	1	1	0	0
invadam	flood	0	0	0	0	1	0	1	0	0
