fr Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
attestant	show	1	1	1	0	1	0	1	0	0
relu	read	0	0	1	0	1	0	1	0	1
rappelerai	recall	0	0	0	0	0	1	1	-1	0
pénaliser	penalize	0	-1	0	-1	0	1	0	-1	0
mérites	merit	1	1	1	1	1	1	1	0	1
mériter	deserve	1	1	1	0	1	1	1	0	1
Olsson	congratulate	1	1	1	1	1	1	1	1	1
méritez	deserve	1	1	1	0	1	1	1	0	1
appréhendés	apprehend	0	0	-1	-1	0	1	1	-1	1
étendu	extend	0	1	1	1	1	1	1	0	1
inintéressante	lack	0	0	0	0	-1	1	1	0	-1
Brunner	make	0	0	0	1	0	0	1	0	0
refuserez	refuse	0	0	-1	-1	0	1	1	-1	0
tranquillisés	reassure	1	1	1	1	0	1	1	1	1
privilégiant	give	0	1	1	0	0	0	1	0	1
islamiques	cite	0	1	0	0	1	1	1	0	1
réévaluent	be	0	1	0	0	0	0	1	0	1
évolutives	advance	0	1	1	1	1	0	1	0	1
opterais	opt	1	1	1	0	1	1	1	0	1
opterait	choose	1	1	1	1	1	1	1	1	1
dévotement	go	0	0	0	0	0	0	1	0	0
prévoiraient	run	0	1	1	1	1	1	1	0	1
favoriserons	be	0	1	0	0	0	0	1	0	1
clament	say	0	0	0	0	0	0	1	0	0
étends	extend	0	1	1	1	1	1	1	0	1
douté	doubt	0	0	-1	-1	0	1	1	0	-1
transportent	transport	0	1	0	1	1	1	1	0	0
irréversiblement	point	0	0	0	0	1	0	1	0	0
nº	number	0	0	0	1	0	0	1	0	0
adore	love	1	1	1	1	1	1	1	1	1
centralise	be	0	1	0	0	0	0	1	0	1
n°	number	0	0	0	1	0	0	1	0	0
soja	modify	0	0	0	0	0	1	1	0	0
Slim	produce	1	1	1	1	0	1	1	0	1
entièrement	complete	1	1	1	1	1	1	1	0	1
apparaissons	arise	0	0	0	0	0	1	1	0	0
interrégionales	do	1	1	1	0	0	1	1	0	1
minutieux	detail	0	0	0	1	0	0	1	0	0
éclore	can	0	0	0	0	0	1	1	0	1
simulations	stress	0	0	1	1	0	1	1	0	0
vendrons	sell	0	0	0	0	1	1	1	0	1
blocus	blockade	0	0	-1	-1	0	1	1	0	0
vendront	sell	0	0	0	0	1	1	1	0	1
ni	lack	0	0	0	0	-1	1	1	0	-1
élevant	amount	0	0	0	1	0	0	1	0	0
imaginent	imagine	0	0	0	0	0	0	1	0	0
déférant	refer	1	1	1	1	0	1	1	1	1
caducité	be	0	1	0	0	0	0	1	0	1
ne	do	1	1	1	0	0	1	1	0	1
dépréciés	impair	0	-1	0	-1	0	1	-1	0	0
reconnaissaient	acknowledge	0	1	1	1	1	0	1	0	1
gravissent	move	0	0	0	1	0	1	1	0	0
causeront	cause	-1	-1	0	0	0	-1	0	0	0
causerons	be	0	1	0	0	0	0	1	0	1
nu	expose	0	0	0	0	0	1	0	0	0
Catalogne	represent	0	1	0	1	0	1	1	0	0
EST	relate	0	1	1	1	0	1	1	0	1
brutes	bully	0	-1	-1	-1	0	1	0	-1	1
absorption	absorb	1	1	1	1	1	1	1	0	1
enquêtés	investigate	0	1	0	0	1	1	1	0	0
ică	follow	0	0	1	1	1	1	1	0	1
miséricorde	desire	1	1	1	1	0	1	1	1	1
statuts	rule	1	1	1	1	1	1	1	0	1
ESE	figure	0	0	0	0	0	0	0	0	0
ESC	go	0	0	0	0	0	0	1	0	0
ESB	occur	1	1	0	1	0	1	0	1	0
ESA	prove	0	0	0	1	0	1	1	0	1
répliques	copy	0	0	0	1	1	1	1	0	1
anti-émeute	police	0	0	0	-1	0	1	1	0	0
rie	pressure	0	0	0	-1	0	0	1	-1	0
doute	doubt	0	0	-1	-1	0	1	1	0	-1
bulles	bubble	0	0	0	-1	0	0	1	0	0
exécutable	implement	1	1	1	1	1	1	1	0	1
appellations	name	0	1	1	1	1	1	1	0	1
copient	copy	0	0	0	1	1	1	1	0	1
répercuteraient	bear	0	0	0	0	1	1	1	0	0
médias	mass	0	0	0	1	0	0	1	0	0
plaidiez	be	0	1	0	0	0	0	1	0	1
n'	do	1	1	1	0	0	1	1	0	1
secteur	field	0	0	1	1	1	1	1	0	0
terrasse	try	0	1	1	0	1	1	1	0	0
non-culpabilité	greet	1	1	1	1	1	1	1	1	1
oeufs	move	0	0	0	1	0	1	1	0	0
adoré	love	1	1	1	1	1	1	1	1	1
centralisé	shop	0	0	1	0	1	1	1	0	1
remerciera	thank	1	1	1	1	1	1	1	1	1
guatémaltèques	picture	0	0	0	0	0	1	1	0	0
solennelle	repeat	0	1	0	1	0	1	1	0	0
clairvoyants	pull	0	0	0	0	0	0	1	0	0
K.-O	blow	0	0	0	0	0	0	1	0	0
tomberions	be	0	1	0	0	0	0	1	0	1
servions	be	0	1	0	0	0	0	1	0	1
retour	return	0	0	0	0	0	1	1	0	0
signifie	mean	0	0	0	0	0	-1	0	0	0
gluten	feed	1	1	1	1	0	1	1	1	1
Bonn	accord	1	0	0	1	0	1	1	0	1
empiète	encroach	0	-1	0	-1	0	1	1	0	0
clairvoyante	respond	0	1	0	0	0	1	1	0	1
proposera	propose	0	1	1	1	0	0	1	0	1
Columbia	like	1	1	1	1	0	1	1	1	1
transférer	transfer	0	0	0	0	0	1	1	0	0
inépuisables	supply	0	0	1	1	1	1	1	0	1
coordonnions	coordinate	0	0	0	1	0	-1	0	0	0
estimative	estimate	1	1	1	0	0	1	1	0	1
brandie	be	0	1	0	0	0	0	1	0	1
sachant	know	1	1	1	0	1	1	1	0	1
référer	refer	1	1	1	1	0	1	1	1	1
autoévaluation	write	1	1	1	1	1	1	1	0	1
brandis	put	1	1	1	0	1	1	1	0	1
brandir	wield	0	1	1	0	1	1	1	0	1
référez	refer	1	1	1	1	0	1	1	1	1
1995/	be	0	1	0	0	0	0	1	0	1
brandit	be	0	1	0	0	0	0	1	0	1
instrumentalisation	exploit	0	-1	-1	-1	0	1	1	-1	0
consommatrices	consume	0	0	1	0	1	1	1	0	1
denied	deny	0	0	-1	-1	0	1	1	0	-1
groupé	group	0	0	0	1	1	0	1	0	1
déformés	distort	0	0	0	-1	0	1	0	0	0
évoluera	evolve	0	0	1	1	1	0	1	0	1
concrétisera	be	0	1	0	0	0	0	1	0	1
déformée	distort	0	0	0	-1	0	1	0	0	0
pompes	pump	0	0	0	1	1	1	1	0	1
pomper	pump	0	0	0	1	1	1	1	0	1
clôturez	prevent	0	0	0	-1	0	1	1	-1	0
dénombrement	count	0	0	1	1	1	1	1	0	1
fictives	miss	1	1	0	0	-1	1	1	0	-1
clôturer	close	0	1	1	0	0	1	1	0	1
intangibles	hesitate	0	0	-1	0	-1	0	1	0	-1
ajustements	change	0	1	0	1	0	1	1	0	1
fonctionnellement	prove	0	0	0	1	0	1	1	0	1
placeraient	place	0	0	1	1	1	1	1	0	1
cultivez	be	0	1	0	0	0	0	1	0	1
apprenions	learn	1	1	1	0	1	1	1	0	1
décelable	be	0	1	0	0	0	0	1	0	1
substituts	substitute	0	1	1	1	1	1	1	0	1
intelligente	sound	1	0	0	1	0	1	0	0	0
Graz	devote	1	1	1	1	0	1	1	0	1
signifié	mean	0	0	0	0	0	-1	0	0	0
intelligents	devise	1	1	1	1	1	1	1	0	1
préférable	be	0	1	0	0	0	0	1	0	1
cantonnant	be	0	1	0	0	0	0	1	0	1
mesurettes	measure	0	1	0	0	0	0	1	0	1
constitution	set	0	0	1	1	1	1	1	0	1
réexaminée	review	0	0	0	1	0	1	1	0	0
vigiles	guard	1	1	1	1	0	1	1	1	1
tarmac	sit	0	0	0	0	0	0	0	0	0
cultiver	grow	1	1	1	1	1	1	1	0	1
déterminera	determine	0	0	0	0	0	0	1	0	1
insisteriez	sort	0	0	0	1	0	1	1	0	0
adresserait	direct	0	0	1	1	0	1	1	0	1
résumée	sum	0	0	0	1	0	1	1	0	0
objectera	be	0	1	0	0	0	0	1	0	1
528	be	0	1	0	0	0	0	1	0	1
réexaminés	review	0	0	0	1	0	1	1	0	0
pinaillage	sort	0	0	0	1	0	1	1	0	0
groupe	group	0	0	0	1	1	0	1	0	1
2080	assess	0	1	0	1	0	1	1	0	1
égalité	equal	1	1	0	1	0	1	1	0	1
écharpe	wear	1	1	1	0	1	1	1	0	1
cambrioler	rob	0	-1	-1	-1	1	1	0	-1	0
acrobaties	perform	0	0	1	0	1	1	1	0	1
produites	produce	1	1	1	1	0	1	1	0	1
encadrement	operate	1	1	1	1	1	1	1	0	1
Khomeini	tear	0	0	-1	-1	0	1	1	0	0
déférer	refer	1	1	1	1	0	1	1	1	1
flancs	side	0	0	0	0	1	0	1	0	0
embrouillent	confuse	0	0	0	-1	0	1	1	-1	0
fondait	base	0	1	1	1	1	1	1	0	1
négativisme	write	1	1	1	1	1	1	1	0	1
Khomeiny	do	1	1	1	0	0	1	1	0	1
taux	rate	0	1	0	1	0	0	1	0	0
ombres	shadow	0	0	0	0	0	1	1	0	0
pratiquant	engage	0	0	0	1	1	1	1	0	1
ressentiront	feel	1	1	1	0	0	0	1	0	1
ressentirons	feel	1	1	1	0	0	0	1	0	1
accroîtront	increase	1	1	0	1	0	1	1	0	1
lésiné	spare	0	1	0	1	0	1	1	0	1
descendez	down	0	0	0	0	0	0	1	0	0
différenciée	differentiate	0	1	0	1	0	1	1	0	0
culpa	be	0	1	0	0	0	0	1	0	1
réservées	reserve	0	0	1	0	1	1	1	0	1
accroîtrons	increase	1	1	0	1	0	1	1	0	1
appartenait	belong	1	0	1	1	1	1	1	0	0
appartenais	count	0	0	1	1	1	1	1	0	1
micros	appear	1	0	1	0	0	1	1	0	1
forgent	forge	1	1	1	1	1	1	1	0	1
méchanceté	wage	0	1	1	1	1	1	1	0	1
semant	sow	0	0	1	1	0	1	1	0	1
frappaient	respond	0	1	0	0	0	1	1	0	1
subordonné	subject	0	0	1	1	0	1	1	0	1
parmi	include	1	1	1	1	1	1	1	1	0
compare	compare	0	0	0	0	0	1	1	0	0
Verhofstadt	say	0	0	0	0	0	0	1	0	0
morale	grind	0	0	0	-1	0	0	1	0	1
forfaits	package	0	0	0	1	1	0	1	0	1
criera	make	0	0	0	1	0	0	1	0	0
Lalumière	report	0	0	-1	1	0	0	1	0	-1
interceptée	be	0	1	0	0	0	0	1	0	1
eugénique	scale	0	0	0	0	0	0	1	0	0
reparlé	be	0	1	0	0	0	0	1	0	1
incantations	word	0	1	0	0	0	0	1	0	0
amendables	be	0	1	0	0	0	0	1	0	1
réserverons	reserve	0	0	1	0	1	1	1	0	1
réserveront	deal	0	0	0	0	0	0	0	0	0
officialisés	process	0	0	1	1	1	1	1	0	0
sous-traitant	contract	-1	0	-1	0	-1	-1	1	0	-1
fournisseurs	supply	0	0	1	1	1	1	1	0	1
considéraient	consider	1	1	1	1	1	1	1	0	1
récupérerons	go	0	0	0	0	0	0	1	0	0
infligé	inflict	-1	-1	0	0	0	0	1	0	0
officialisée	acquire	1	1	1	1	1	1	1	0	1
universitaires	level	0	1	1	1	1	0	1	0	1
indéfendable	justify	0	0	1	1	1	1	1	0	1
parvenait	be	0	1	0	0	0	0	1	0	1
boutons	press	0	1	0	-1	0	1	1	-1	0
non-discriminatoire	need	0	1	1	0	0	1	1	0	0
tissées	be	0	1	0	0	0	0	1	0	1
comblée	close	0	1	1	0	0	1	1	0	1
illustres	distinguish	1	0	0	1	0	1	1	1	0
pratiquez	be	0	1	0	0	0	0	1	0	1
OPCVM	fund	1	1	1	1	1	1	1	0	1
chocolats	own	0	1	1	1	1	1	1	0	1
comblés	fill	0	1	1	1	1	1	1	0	1
pratiquer	practice	0	0	1	1	0	0	1	0	0
pratiques	practice	0	0	1	1	0	0	1	0	0
dirigera	lead	0	1	1	1	1	0	1	0	1
Delsarte	keep	1	1	1	0	1	1	1	1	1
insuffisant	lack	0	0	0	0	-1	1	1	0	-1
Priestley	thank	1	1	1	1	1	1	1	1	1
démarquer	distance	0	0	0	0	0	1	1	0	0
Giuliano	complement	1	1	0	1	1	1	-1	0	0
avoisinant	close	0	1	1	0	0	1	1	0	1
reflux	flow	0	0	0	0	0	0	1	0	0
comparu	appear	1	0	1	0	0	1	1	0	1
rentabilisées	return	0	0	0	0	0	1	1	0	0
EU-OPS	account	0	0	0	0	0	1	1	0	0
fâchent	make	0	0	0	1	0	0	1	0	0
doutant	join	1	1	1	1	1	1	1	1	1
diluviennes	create	1	1	0	1	1	1	1	0	0
faune	plant	1	1	1	1	1	1	1	0	1
mouvement	move	0	0	0	1	0	1	1	0	0
effacerait	phase	0	0	0	1	1	0	1	0	0
amalgame	mix	0	0	0	1	1	0	1	0	1
mâché	do	1	1	1	0	0	1	1	0	1
subordonne	make	0	0	0	1	0	0	1	0	0
cybercriminalité	deal	0	0	0	0	0	0	0	0	0
pourvoyeuses	provide	1	1	1	1	1	1	1	0	1
excluions	exclude	0	0	-1	-1	0	1	1	0	0
découragement	discourage	0	0	-1	-1	0	1	1	-1	0
rayer	wipe	0	0	0	0	1	0	1	0	1
éoliens	wind	0	1	0	0	0	1	1	0	1
maîtrisées	control	1	0	1	0	1	1	1	0	1
oraux	question	0	0	1	1	1	1	1	0	1
20.000	live	1	1	1	1	1	1	1	0	1
affligent	afflict	0	-1	0	-1	0	1	0	-1	0
Solvit	support	1	1	1	1	0	1	1	1	1
coalitions	go	0	0	0	0	0	0	1	0	0
collatéraux	side	0	0	0	0	1	0	1	0	0
reparle	be	0	1	0	0	0	0	1	0	1
engrangés	achieve	1	1	1	1	1	1	1	0	1
plonger	plunge	0	-1	0	-1	0	0	1	-1	0
UNRWA	help	1	1	0	1	0	1	1	1	0
engrangée	gain	1	1	1	1	1	1	1	0	1
inflige	be	0	1	0	0	0	0	1	0	1
plongez	down	0	0	0	0	0	0	1	0	0
dévaluations	cause	-1	-1	0	0	0	-1	0	0	0
scrupule	exploit	0	-1	-1	-1	0	1	1	-1	0
retravaillé	work	1	1	1	1	0	1	1	0	1
précoloniale	control	1	0	1	0	1	1	1	0	1
conjonction	combine	1	1	1	1	1	1	1	0	1
entrevues	interview	0	1	1	1	1	1	1	0	1
acclamer	be	0	1	0	0	0	0	1	0	1
rites	prescribe	1	1	1	1	1	1	1	0	1
Alber	comment	0	0	0	0	0	1	1	0	1
récepteur	receive	1	1	1	0	1	1	1	0	1
Powers	influence	0	0	0	0	0	1	1	0	0
congrue	receive	1	1	1	0	1	1	1	0	1
prescrivait	prescribe	1	1	1	1	1	1	1	0	1
aggravez	make	0	0	0	1	0	0	1	0	0
homogène	single	0	0	0	-1	0	0	1	0	0
toxicomane	addict	0	-1	-1	-1	0	1	1	-1	0
exode	land	0	0	1	0	0	1	1	0	1
169.	urge	1	1	1	1	0	1	1	1	1
mesurables	measure	0	1	0	0	0	0	1	0	1
humanisme	value	1	1	1	1	0	1	1	1	1
dés	die	0	1	0	-1	-1	1	1	0	-1
défaut	lack	0	0	0	0	-1	1	1	0	-1
libellées	be	0	1	0	0	0	0	1	0	1
fourneaux	blast	0	-1	0	-1	0	0	0	-1	0
requérante	request	0	0	1	0	1	1	1	0	1
plaiderait	have	1	1	1	0	0	1	1	0	1
instables	be	0	1	0	0	0	0	1	0	1
canard	duck	0	-1	1	0	0	1	1	0	1
plaiderais	argue	0	0	1	1	0	1	1	0	0
requérants	shop	0	0	1	0	1	1	1	0	1
négligeons	be	0	1	0	0	0	0	1	0	1
Gebhardt	draw	0	0	1	1	1	1	0	0	0
subventionnait	be	0	1	0	0	0	0	1	0	1
épars	scatter	0	0	0	-1	0	0	1	0	0
honorée	count	0	0	1	1	1	1	1	0	1
révision	review	0	0	0	1	0	1	1	0	0
Citoyen	be	0	1	0	0	0	0	1	0	1
chargent	do	1	1	1	0	0	1	1	0	1
inlassablement	time	0	0	1	0	1	0	1	0	1
difficiles	challenge	0	1	-1	-1	1	1	1	-1	0
cherté	cost	0	-1	0	0	0	0	1	-1	0
honorés	be	0	1	0	0	0	0	1	0	1
renâclent	be	0	1	0	0	0	0	1	0	1
creuse	widen	0	0	0	0	1	0	1	0	0
aggraverons	worsen	-1	-1	0	-1	0	1	-1	0	0
irréfutable	compel	0	1	1	0	0	1	0	0	0
retours	return	0	0	0	0	0	1	1	0	0
maîtrisée	control	1	0	1	0	1	1	1	0	1
aggraveront	make	0	0	0	1	0	0	1	0	0
conversations	talk	0	0	0	0	0	1	1	0	0
convertissent	convert	0	0	1	1	1	1	1	0	1
TPI	be	0	1	0	0	0	0	1	0	1
perpétuels	continue	1	1	1	1	1	0	1	0	1
secondée	ship	1	0	1	1	0	1	1	0	1
finalisées	be	0	1	0	0	0	0	1	0	1
plombier	be	0	1	0	0	0	0	1	0	1
fléchira	allow	1	1	1	1	0	1	1	1	1
insurgée	fail	0	0	-1	-1	-1	0	1	-1	-1
imposé	impose	0	0	1	1	1	0	1	0	1
vénérer	worship	1	1	1	1	1	1	1	1	1
avons	have	1	1	1	0	0	1	1	0	1
probabilités	differ	1	0	0	0	1	1	1	0	0
policières	police	0	0	0	-1	0	1	1	0	0
vieillesse	age	0	0	0	-1	0	1	1	0	0
insurgés	rebel	0	0	0	-1	0	1	1	-1	1
réclamation	claim	1	1	1	0	1	1	1	0	1
recommandant	recommend	1	1	1	1	1	1	1	1	1
serres	have	1	1	1	0	0	1	1	0	1
serrer	tighten	0	0	0	0	0	1	1	0	0
Airbus	do	1	1	1	0	0	1	1	0	1
sous-continent	compare	0	0	0	0	0	1	1	0	0
Ejido	place	0	0	1	1	1	1	1	0	1
hériterait	rise	1	1	0	1	0	1	1	0	0
taxées	tax	0	0	1	1	1	0	1	0	1
nasse	catch	0	1	0	0	1	1	1	0	1
lancent	be	0	1	0	0	0	0	1	0	1
pillages	loot	0	-1	-1	-1	1	1	0	-1	1
abandonneront	abandon	0	-1	-1	-1	-1	0	1	-1	-1
agressées	molest	0	-1	-1	-1	0	1	0	-1	1
indéfini	prove	0	0	0	1	0	1	1	0	1
abandonnerons	abandon	0	-1	-1	-1	-1	0	1	-1	-1
retomberont	be	0	1	0	0	0	0	1	0	1
affluent	be	0	1	0	0	0	0	1	0	1
Cioloş	say	0	0	0	0	0	0	1	0	0
agronomique	account	0	0	0	0	0	1	1	0	0
démembrement	strip	0	0	0	-1	0	1	1	0	0
rejetterions	vote	0	0	0	1	1	1	1	0	0
dénuée	lack	0	0	0	0	-1	1	1	0	-1
apporter	make	0	0	0	1	0	0	1	0	0
profit	profit	1	0	1	0	1	1	1	0	1
100a	function	0	1	0	1	1	1	1	0	0
accomplissait	be	0	1	0	0	0	0	1	0	1
profil	shape	1	1	0	1	1	1	1	0	0
défaitisme	be	0	1	0	0	0	0	1	0	1
disséminent	release	0	0	0	1	0	1	1	1	1
démodée	enjoy	1	1	1	1	1	1	1	1	1
creusé	grow	1	1	1	1	1	1	1	0	1
quasi-autarcie	be	0	1	0	0	0	0	1	0	1
instiguée	instigate	0	0	0	-1	0	1	0	-1	1
reformulation	word	0	1	0	0	0	0	1	0	0
mèneront	lead	0	1	1	1	1	0	1	0	1
imparfaits	be	0	1	0	0	0	0	1	0	1
suisses	allow	1	1	1	1	0	1	1	1	1
explorera	explore	0	1	1	1	1	1	1	0	1
mobilisés	make	0	0	0	1	0	0	1	0	0
exotisme	disappear	0	0	0	0	0	0	1	0	0
instigués	be	0	1	0	0	0	0	1	0	1
corrosifs	trample	0	-1	0	-1	0	1	0	-1	0
Sangatte	be	0	1	0	0	0	0	1	0	1
promènent	walk	0	1	1	0	0	-1	1	0	1
ramassé	pick	0	1	1	1	1	1	1	0	1
signaux	signal	0	0	0	1	0	0	1	0	0
100.	back	1	1	1	1	1	1	1	1	1
concertations	talk	0	0	0	0	0	1	1	0	0
impose	impose	0	0	1	1	1	0	1	0	1
refus	refuse	0	0	-1	-1	0	1	1	-1	0
jubilaire	handle	0	1	0	1	0	1	1	0	1
Ahmadinejad	remark	0	0	0	0	0	1	1	-1	1
tribalisme	comment	0	0	0	0	0	1	1	0	1
1000	tune	0	1	1	0	1	1	1	0	1
Certes	involve	0	0	0	0	1	1	1	0	0
simplifier	simplify	1	1	0	1	1	1	1	0	0
déconcentration	exercise	1	1	1	1	1	1	1	0	1
malléables	be	0	1	0	0	0	0	1	0	1
dépeignent	depict	0	0	0	1	0	1	1	0	0
nuisons	be	0	1	0	0	0	0	1	0	1
carnet	book	0	0	1	1	1	1	1	0	1
halieutiques	stock	0	0	1	1	1	1	1	0	1
intégralité	complete	1	1	1	1	1	1	1	0	1
démocratique	free	1	1	1	1	1	1	1	1	1
voulant	want	1	0	1	0	0	1	1	0	1
millions	total	0	0	0	0	0	1	1	0	0
SET	set	0	0	1	1	1	1	1	0	1
équipés	equip	1	1	1	1	1	1	1	1	1
répondais	answer	0	1	0	1	0	0	1	0	0
répondait	respond	0	1	0	0	0	1	1	0	1
stimulation	stimulate	1	1	1	1	0	0	1	0	1
équipée	equip	1	1	1	1	1	1	1	1	1
crème	package	0	0	0	1	1	0	1	0	1
conservation	conserve	0	0	0	1	1	1	1	0	1
SEC	account	0	0	0	0	0	1	1	0	0
convention	bargain	0	0	1	0	1	1	1	0	1
SEM	know	1	1	1	0	1	1	1	0	1
modernisation	modernize	1	1	0	1	1	1	1	0	1
endossée	assume	0	0	0	1	1	0	1	0	0
qualité/	value	1	1	1	1	0	1	1	1	1
contribuaient	contribute	1	1	1	1	1	1	1	0	1
hui	present	1	1	1	1	1	1	1	0	1
fiabilité	rely	0	0	1	0	1	0	1	0	1
débordent	be	0	1	0	0	0	0	1	0	1
Crawley	say	0	0	0	0	0	0	1	0	0
adjoignant	extend	0	1	1	1	1	1	1	0	1
agissons	act	0	0	0	0	0	0	1	0	0
Africains	engage	0	0	0	1	1	1	1	0	1
droiture	appoint	1	1	1	1	1	1	1	1	1
diplomatie	sort	0	0	0	1	0	1	1	0	0
choux	fit	0	0	1	1	0	1	1	0	1
non-décision	disappoint	0	-1	0	-1	0	1	0	-1	-1
supplantent	outweigh	0	0	0	1	0	1	1	0	0
transgénique	modify	0	0	0	0	0	1	1	0	0
arbitrer	settle	0	1	0	1	1	1	1	0	1
prologue	represent	0	1	0	1	0	1	1	0	0
huissiers	usher	0	0	0	1	0	1	1	0	1
édictent	enact	0	0	1	1	0	1	1	0	1
dérobera	tackle	0	1	-1	0	0	0	1	0	1
instauration	establish	0	0	1	1	1	1	1	1	1
amoindris	diminish	0	0	0	-1	0	1	1	0	0
prostitution	force	0	0	0	-1	0	1	0	-1	0
ménagés	time	0	0	1	0	1	0	1	0	1
mentionnerons	mention	0	1	0	0	0	1	1	0	0
exportons	export	0	0	1	0	1	1	1	0	1
signerait	sign	0	0	1	1	1	1	1	0	1
ans	time	0	0	1	0	1	0	1	0	1
tailler	tailor	0	0	0	0	1	1	1	0	1
tailles	land	0	0	1	0	0	1	1	0	1
laissezpasser	oblige	1	1	1	1	0	1	1	1	0
définitifs	time	0	0	1	0	1	0	1	0	1
certes	be	0	1	0	0	0	0	1	0	1
250.000	begin	1	1	1	1	0	1	1	0	1
grondent	lock	0	0	1	1	0	0	1	0	1
éventuel	can	0	0	0	0	0	1	1	0	1
transcription	record	1	1	1	1	1	1	1	0	1
réservistes	reserve	0	0	1	0	1	1	1	0	1
panacée	cure	0	1	0	1	0	1	1	0	1
Boetticher	do	1	1	1	0	0	1	1	0	1
scannage	scan	0	0	0	0	1	1	1	0	1
fallu	take	1	1	1	0	1	1	1	0	1
hué	go	0	0	0	0	0	0	1	0	0
inséré	insert	0	1	1	1	0	0	1	0	1
arroger	take	1	1	1	0	1	1	1	0	1
affectueux	represent	0	1	0	1	0	1	1	0	0
Gandhi	say	0	0	0	0	0	0	1	0	0
fric	buck	0	0	-1	0	0	1	1	0	1
GOP	give	0	1	1	0	0	0	1	0	1
encouragent	encourage	1	1	1	1	0	1	1	1	1
renationalisée	become	0	0	0	0	0	0	1	0	0
Londres-Bruxelles	claim	1	1	1	0	1	1	1	0	1
incurie	neglect	1	-1	-1	-1	-1	1	0	-1	-1
échoie	lie	0	0	0	0	0	1	1	0	0
reclassement	regain	1	1	1	0	1	1	1	0	1
réglementons	regulate	0	0	0	0	1	1	1	0	1
reconversions	restructure	1	1	0	1	1	1	1	0	1
échoir	locate	0	1	0	1	1	1	1	0	0
échoit	fall	0	0	0	-1	-1	0	1	0	-1
libérateurs	liberate	1	0	-1	-1	0	1	1	1	1
permise	permit	0	0	0	1	1	1	1	1	0
franchi	take	1	1	1	0	1	1	1	0	1
abrogés	repeal	1	1	0	-1	1	1	1	0	1
répondirent	reply	0	0	0	0	0	1	1	0	0
néo-fasciste	catch	0	1	0	0	1	1	1	0	1
herculéen	have	1	1	1	0	0	1	1	0	1
franche	open	1	1	1	1	0	0	1	0	1
bradage	sell	0	0	0	0	1	1	1	0	1
abrogée	repeal	1	1	0	-1	1	1	1	0	1
ardeur	think	0	0	1	1	1	1	1	1	0
piétonnière	piece	0	0	0	0	1	0	1	0	1
aperçoivent	notice	1	1	1	0	1	1	1	0	0
déplaise	like	1	1	1	1	0	1	1	1	1
réfugiés	displace	0	0	0	-1	0	1	0	-1	0
casse-tête	cause	-1	-1	0	0	0	-1	0	0	0
théâtrales	play	1	1	1	1	1	1	1	0	1
crime	murder	0	-1	-1	-1	-1	1	0	-1	-1
railleries	ridicule	1	-1	-1	-1	0	1	1	-1	1
élucidation	clear	0	1	1	1	1	1	1	0	1
situait	stand	0	1	1	0	1	0	1	0	0
résulter	result	0	0	0	0	1	0	1	0	0
réfugiée	accord	1	0	0	1	0	1	1	0	1
peaufinées	complete	1	1	1	1	1	1	1	0	1
dériver	drift	0	0	0	0	0	1	0	-1	0
dérives	abuse	1	-1	-1	-1	0	1	1	-1	-1
atténuantes	mitigate	0	0	0	0	0	0	1	0	0
irrécupérables	make	0	0	0	1	0	0	1	0	0
songé	think	0	0	1	1	1	1	1	1	0
atteinte	undermine	0	-1	0	-1	0	1	0	0	0
baisser	reduce	0	0	0	-1	1	1	1	-1	0
baisses	cut	0	0	0	-1	0	0	1	0	0
nécessiteront	require	0	1	1	0	1	1	1	0	0
filent	be	0	1	0	0	0	0	1	0	1
nette	clear	0	1	1	1	1	1	1	0	1
percé	hole	0	0	0	-1	1	0	1	0	0
discuté	discuss	1	1	0	1	1	1	1	0	1
auto-diagnostic	run	0	1	1	1	1	1	1	0	1
stupéfié	amaze	0	-1	0	-1	0	1	0	-1	0
134	group	0	0	0	1	1	0	1	0	1
maximum	can	0	0	0	0	0	1	1	0	1
cosmétiques	field	0	0	1	1	1	1	1	0	0
magazines	comment	0	0	0	0	0	1	1	0	1
clamé	sort	0	0	0	1	0	1	1	0	0
accrédités	accredit	1	1	1	1	1	1	1	0	1
supprimions	delete	0	0	-1	-1	0	1	1	0	1
euphémique	term	1	1	0	1	1	1	0	0	0
indépendantes	fault	0	0	0	0	-1	1	0	0	-1
exercée	exert	0	0	0	1	0	0	1	0	0
jetez	look	0	1	1	0	0	0	1	0	1
j’	let	0	0	0	1	-1	0	1	0	0
distribuez	do	1	1	1	0	0	1	1	0	1
gelons	freeze	0	0	0	0	0	1	0	-1	0
jeter	throw	0	0	0	0	0	1	1	0	1
établies	establish	0	0	1	1	1	1	1	1	1
outsourcing	fend	-1	1	-1	0	1	-1	1	0	1
tiendront	take	1	1	1	0	1	1	1	0	1
distribuer	distribute	1	1	1	0	1	1	1	0	1
abuserai	abuse	1	-1	-1	-1	0	1	1	-1	-1
chaque	single	0	0	0	-1	0	0	1	0	0
charters	charter	1	1	1	1	1	1	1	1	1
arrogant	be	0	1	0	0	0	0	1	0	1
UE-Libye	see	1	1	1	1	1	1	1	0	1
rafraîchisse	pause	0	1	0	0	0	0	1	0	0
cachées	hide	0	0	0	0	0	0	1	1	0
fondations	build	1	1	1	1	1	1	1	0	1
hélas	be	0	1	0	0	0	0	1	0	1
