de Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
Umstrukturierungsprozessen	restructure	1	1	0	1	1	1	1	0	1
voraussetzt	require	0	1	1	0	1	1	1	0	0
Beifall	applaud	1	1	1	1	1	1	1	1	1
Umstrukturierungsprozesses	restructure	1	1	0	1	1	1	1	0	1
niedrig	down	0	0	0	0	0	0	1	0	0
Name	name	0	1	1	1	1	1	1	0	1
Produkten	produce	1	1	1	1	0	1	1	0	1
Hilfsorganisationen	aid	1	1	1	1	0	1	1	1	1
schwindende	dwindle	0	0	0	0	0	0	1	0	0
gestatte	allow	1	1	1	1	0	1	1	1	1
gedeihliche	prosper	1	1	0	1	1	1	1	0	1
Zeichens	label	0	0	0	0	0	1	0	0	0
eingebunden	involve	0	0	0	0	1	1	1	0	0
Produktes	purchase	1	1	1	1	1	1	0	0	1
Lebensverhältnisse	live	1	1	1	1	1	1	1	0	1
zu-	move	0	0	0	1	0	1	1	0	0
errichtet	build	1	1	1	1	1	1	1	0	1
Terroranschläge	act	0	0	0	0	0	0	1	0	0
einberechnet	include	1	1	1	1	1	1	1	1	0
Menschenverstands	sense	0	0	0	0	1	0	1	0	0
errichten	build	1	1	1	1	1	1	1	0	1
gekannt	know	1	1	1	0	1	1	1	0	1
veranstalteten	organize	0	0	1	1	1	1	1	0	1
zur	note	0	0	0	0	0	0	1	0	0
Konzeptes	approach	0	1	1	0	1	1	1	0	1
Problemstellungen	issue	0	0	0	1	0	1	1	0	0
reservierten	reserve	0	0	1	0	1	1	1	0	1
darangehen	start	1	1	1	1	1	1	1	0	1
reservierter	reserve	0	0	1	0	1	1	1	0	1
Standortverlagerungen	relocate	0	1	1	1	1	1	1	0	1
Konzepten	approach	0	1	1	0	1	1	1	0	1
schädigt	damage	1	-1	0	-1	0	1	-1	-1	0
zum	express	-1	0	0	0	1	0	1	0	0
Recycling-	recycle	0	0	1	1	1	1	0	0	1
nachweisen	prove	0	0	0	1	0	1	1	0	1
Stationierung	station	0	0	0	0	1	0	1	0	0
Intention	intend	0	0	0	1	0	1	1	0	1
untersuchenden	investigate	0	1	0	0	1	1	1	0	0
serviert	serve	1	1	1	1	1	1	1	0	1
Kenntnisse	understand	1	1	1	1	1	1	1	0	1
befischen	exploit	0	-1	-1	-1	0	1	1	-1	0
hinken	lag	0	-1	0	-1	0	0	0	0	0
Beitrittsverhandlungen	negotiate	1	1	1	1	1	1	1	0	1
dokumentieren	document	0	0	0	0	0	1	1	0	0
Refrain	refrain	0	1	0	0	0	0	1	0	1
einholen	obtain	1	1	1	0	1	1	1	0	1
fehlgeschlagenen	fail	0	0	-1	-1	-1	0	1	-1	-1
bewilligt	grant	0	0	1	1	0	1	1	0	1
Entzug	withdraw	0	0	0	-1	0	1	1	0	0
Staatsgewalt	state	0	1	1	1	0	1	1	0	0
Abschiebung	deport	0	0	-1	-1	0	1	0	-1	0
Bauen	build	1	1	1	1	1	1	1	0	1
jedesmal	time	0	0	1	0	1	0	1	0	1
Satzes	sentence	-1	1	-1	-1	0	1	1	-1	0
distanzieren	distance	0	0	0	0	0	1	1	0	0
Recyclings	recycle	0	0	1	1	1	1	0	0	1
wohlbegründet	reason	0	0	0	0	0	0	1	0	1
Euro-Banknoten	note	0	0	0	0	0	0	1	0	0
Kompromisstextes	compromise	0	-1	0	-1	-1	1	0	0	0
dringend	urge	1	1	1	1	0	1	1	1	1
Mustern	design	1	1	1	1	1	1	1	0	1
Forschungsbericht	research	0	-1	1	1	1	1	1	0	1
Gründungsmitglied	founder	1	1	0	1	0	1	1	0	1
fotografiert	photograph	0	1	0	0	0	1	1	0	1
Bildern	picture	0	0	0	0	0	1	1	0	0
Orphan-Präparate	orphan	0	-1	1	1	0	0	1	0	1
Wasserverschmutzung	water	0	-1	0	-1	0	1	1	0	1
stabilisiert	stabilize	1	1	1	1	0	1	1	0	1
Plätzen	place	0	0	1	1	1	1	1	0	1
Musters	design	1	1	1	1	1	1	1	0	1
Zeitpunkt	time	0	0	1	0	1	0	1	0	1
Betriebsstätten	plant	1	1	1	1	1	1	1	0	1
freiwilligen	volunteer	1	1	0	1	0	1	1	0	1
Freistellung	exempt	0	0	-1	-1	0	0	1	0	0
Modelle	model	0	0	0	1	1	1	1	0	1
Parallele	parallel	0	0	0	1	1	0	1	0	0
Gemeinschaftsfinanzierung	fund	1	1	1	1	1	1	1	0	1
dauernde	last	0	0	0	0	0	-1	-1	0	0
Entwicklungsrisiken	risk	-1	0	-1	0	-1	0	1	0	-1
freiwilliger	volunteer	1	1	0	1	0	1	1	0	1
Eigenmittelbeschluss	own	0	1	1	1	1	1	1	0	1
Käufer	buy	1	1	1	1	1	1	1	0	1
Validierung	validate	1	1	1	1	1	1	1	0	1
legte	present	1	1	1	1	1	1	1	0	1
dies	do	1	1	1	0	0	1	1	0	1
jedermann	liberalize	0	0	0	-1	1	1	1	0	1
eingeengt	restrict	0	0	-1	-1	0	1	1	0	1
Amsterdam	stress	0	0	1	1	0	1	1	0	0
Stimmliste	vote	0	0	0	1	1	1	1	0	0
Steuersatzes	rate	0	1	0	1	0	0	1	0	0
Käufen	purchase	1	1	1	1	1	1	0	0	1
Genaueres	detail	0	0	0	1	0	0	1	0	0
Elektroschocks	shock	0	0	0	-1	0	1	-1	-1	0
Gesundheitsrisiko	risk	-1	0	-1	0	-1	0	1	0	-1
Ansammlung	set	0	0	1	1	1	1	1	0	1
zurückgewinnt	restore	1	1	1	1	0	1	1	1	1
-nachfrage	demand	0	0	1	1	0	1	1	0	1
separater	separate	0	0	0	-1	0	1	1	-1	0
herausheben	highlight	1	1	1	1	0	1	1	0	1
schwenkt	switch	0	0	0	0	0	0	1	0	0
regenerieren	recover	1	1	1	1	1	1	1	0	1
Finanzmärkte	market	0	0	0	1	1	1	1	0	1
gewundert	surprise	1	1	1	1	1	0	1	0	1
rechtlos	deprive	0	-1	0	-1	0	1	0	-1	0
quälen	torture	0	-1	0	-1	0	1	0	-1	0
Klima	weather	0	1	0	0	0	1	1	0	1
Hilfsstoffe	aid	1	1	1	1	0	1	1	1	1
Bereiches	field	0	0	1	1	1	1	1	0	0
Englischen	shop	0	0	1	0	1	1	1	0	1
Nichtregierungsorganisationen	qualify	1	1	0	1	0	1	1	1	0
Diskussionsrunden	round	0	0	0	0	1	0	1	0	0
Bereichen	field	0	0	1	1	1	1	1	0	0
Steuergelder	tax	0	0	1	1	1	0	1	0	1
Kostenerstattung	reimburse	1	1	1	1	1	1	1	0	1
verrichtet	do	1	1	1	0	0	1	1	0	1
Aktionspläne	plan	1	1	1	1	1	1	1	0	1
eingeht	respond	0	1	0	0	0	1	1	0	1
gewissermaßen	sense	0	0	0	0	1	0	1	0	0
wählen	choose	1	1	1	1	1	1	1	1	1
Ängste	fear	-1	0	-1	0	-1	0	1	0	-1
Erpressung	blackmail	0	-1	-1	-1	0	1	0	-1	1
Tagungsort	place	0	0	1	1	1	1	1	0	1
Plus	increase	1	1	0	1	0	1	1	0	1
eingehe	detail	0	0	0	1	0	0	1	0	0
zielgerichteteren	target	0	0	0	1	0	0	0	0	0
auszubauen	develop	0	1	0	1	0	0	1	0	0
Generierung	generate	0	0	1	1	1	1	1	0	1
Parlamentsarbeit	work	1	1	1	1	0	1	1	0	1
Anrechnung	credit	1	0	1	1	1	1	1	1	1
1997	distribute	1	1	1	0	1	1	1	0	1
Nachfrage	demand	0	0	1	1	0	1	1	0	1
Fußballfans	fan	0	0	0	0	0	1	1	0	1
geartete	sort	0	0	0	1	0	1	1	0	0
viertens	finish	1	1	1	1	1	1	1	0	1
Flucht	flee	-1	0	-1	0	0	1	1	0	0
suggeriert	suggest	1	1	1	1	0	1	1	0	1
Reisekosten	travel	1	1	1	0	1	0	1	0	1
Abgeordnetentätigkeit	come	0	1	0	0	0	0	1	0	0
Rechnungswesen	account	0	0	0	0	0	1	1	0	0
Zyklus	phase	0	0	0	1	1	0	1	0	0
Kostenersparnis	save	1	1	1	1	0	1	1	1	1
Waschmaschine	wash	0	1	1	1	0	1	1	0	1
Produktkennzeichnung	label	0	0	0	0	0	1	0	0	0
darlegen	explain	1	1	0	1	0	1	1	0	1
verhalten	behave	0	1	0	0	0	1	1	0	1
Abfallsektor	waste	0	-1	0	-1	-1	1	1	0	-1
Morgen	be	0	1	0	0	0	0	1	0	1
höheres	increase	1	1	0	1	0	1	1	0	1
höherer	increase	1	1	0	1	0	1	1	0	1
wandten	turn	0	0	0	0	0	0	1	0	0
höheren	increase	1	1	0	1	0	1	1	0	1
höherem	increase	1	1	0	1	0	1	1	0	1
EU-Behörden	advocate	1	1	1	1	1	1	1	0	1
kreieren	create	1	1	0	1	1	1	1	0	0
schlussfolgert	conclude	1	1	1	1	0	1	1	0	1
verwahre	object	0	0	0	1	0	0	1	0	1
weit	progress	1	1	0	1	1	1	1	0	1
Grenzschutzbehörden	border	0	0	0	0	0	0	0	0	0
beherrschen	dominate	1	0	1	0	1	1	1	0	1
Steuererleichterungen	tax	0	0	1	1	1	0	1	0	1
Selbstkosten	cost	0	-1	0	0	0	0	1	-1	0
nimmt	adopt	1	1	1	1	1	1	1	0	1
verwahrt	protest	1	0	1	1	0	1	1	0	1
langfristige	term	1	1	0	1	1	1	0	0	0
einhergehend	accompany	1	1	1	1	1	1	1	1	1
geretteten	rescue	1	1	1	1	1	1	1	1	1
Glücksspielmärkte	gamble	0	0	1	0	0	1	1	0	1
Datenbank	base	0	1	1	1	1	1	1	0	1
Debattierklub	shop	0	0	1	0	1	1	1	0	1
fernab	arrange	1	1	1	1	1	1	1	0	1
mehrmals	time	0	0	1	0	1	0	1	0	1
zustehenden	entitle	1	1	0	1	0	1	1	1	0
Vertreterin	represent	0	1	0	1	0	1	1	0	0
Behinderte	disable	0	0	0	-1	0	0	1	0	0
vermittelt	give	0	1	1	0	0	0	1	0	1
angedeutete	indicate	0	0	0	1	0	1	1	0	0
Gegenzug	return	0	0	0	0	0	1	1	0	0
Be-	load	0	0	0	1	1	0	1	0	0
Händler	buy	1	1	1	1	1	1	1	0	1
enorme	major	0	1	0	0	1	1	1	0	1
herrschende	prevail	1	1	0	0	0	1	1	0	0
Zuständigkeiten	power	1	0	0	0	0	0	1	0	1
unparteiisch	handle	0	1	0	1	0	1	1	0	1
gebrochene	break	0	0	-1	-1	1	1	1	0	1
maßvoller	moderate	1	0	0	1	0	1	1	0	0
aufgeschlüsselt	break	0	0	-1	-1	1	1	1	0	1
Wohlverhaltensregeln	conduct	0	0	1	1	0	1	1	0	1
bedeutender	major	0	1	0	0	1	1	1	0	1
Mobilität	move	0	0	0	1	0	1	1	0	0
bedeutendem	contribute	1	1	1	1	1	1	1	0	1
bedeutenden	major	0	1	0	0	1	1	1	0	1
hineingehören	belong	1	0	1	1	1	1	1	0	0
Überwachungsmechanismus	monitor	0	1	1	1	1	0	1	0	0
maßvollen	moderate	1	0	0	1	0	1	1	0	0
Bei	abstain	0	0	-1	0	0	0	1	0	1
Spitzenplatz	top	0	0	1	0	1	1	1	0	1
zusammengeschlagen	beat	0	-1	-1	-1	0	1	1	-1	0
vielfach	deal	0	0	0	0	0	0	0	0	0
Anbindung	link	1	1	1	1	1	1	1	0	0
Exporterzeugnisse	export	0	0	1	0	1	1	1	0	1
Präzisierung	clarify	0	1	1	1	1	1	1	0	1
aufgestoßen	throw	0	0	0	0	0	1	1	0	1
Gemeinschaftsmitteln	fund	1	1	1	1	1	1	1	0	1
trainiert	train	1	1	1	1	1	1	1	1	1
dauerhafte	last	0	0	0	0	0	-1	-1	0	0
verunreinigte	pollute	0	-1	0	-1	0	1	-1	0	0
Durchgreifen	crack	1	0	0	0	0	1	1	0	0
Reiseverkehrs	travel	1	1	1	0	1	0	1	0	1
Exemplaren	copy	0	0	0	1	1	1	1	0	1
angelandet	land	0	0	1	0	0	1	1	0	1
konstituiert	set	0	0	1	1	1	1	1	0	1
mitzuarbeiten	cooperate	0	1	0	1	1	1	1	0	1
Jahresanfang	begin	1	1	1	1	0	1	1	0	1
Sonderbehandlung	single	0	0	0	-1	0	0	1	0	0
ALE-Fraktion	write	1	1	1	1	1	1	1	0	1
Kurzstreckenseeverkehr	ship	1	0	1	1	0	1	1	0	1
einzufügen	insert	0	1	1	1	0	0	1	0	1
zumessen	attach	0	0	1	1	1	1	1	0	0
anzugeben	indicate	0	0	0	1	0	1	1	0	0
Korrektur	correct	0	0	0	1	0	1	1	0	0
peinlich	embarrass	0	-1	0	-1	0	1	0	-1	0
Verschlusssachen	classify	0	0	0	1	0	1	1	0	0
Beihilferegelungen	aid	1	1	1	1	0	1	1	1	1
pure	trap	0	0	0	-1	0	0	0	-1	0
operiert	operate	1	1	1	1	1	1	1	0	1
Personenkraftverkehrsmarkt	coach	1	1	1	1	1	1	1	0	1
entgegnete	reply	0	0	0	0	0	1	1	0	0
Gotteshäuser	worship	1	1	1	1	1	1	1	1	1
grob	violate	0	-1	-1	-1	0	1	0	0	-1
zusammenfassen	sum	0	0	0	1	0	1	1	0	0
überschätzen	overstate	0	0	0	-1	0	1	1	0	0
langwieriger	slow	0	-1	0	-1	0	1	-1	0	0
Exportwirtschaft	export	0	0	1	0	1	1	1	0	1
Supermarktregalen	shelve	0	0	0	-1	0	1	1	0	1
Abgaben-	tax	0	0	1	1	1	0	1	0	1
anempfehlen	commend	1	1	1	1	1	1	1	1	1
Misstrauens	distrust	0	-1	-1	-1	0	1	1	-1	1
langwierigen	prolong	0	1	0	-1	0	1	1	0	0
zurückzahlen	repay	1	1	1	1	1	1	1	0	1
Gesamtbetrages	total	0	0	0	0	0	1	1	0	0
immer	increase	1	1	0	1	0	1	1	0	1
anzuberaumen	hold	0	1	1	1	1	1	1	0	1
Interventionsmaßnahmen	measure	0	1	0	0	0	0	1	0	1
Sicherungsmechanismen	safeguard	1	1	0	1	0	1	1	1	1
entgegenzunehmen	receive	1	1	1	0	1	1	1	0	1
agierenden	operate	1	1	1	1	1	1	1	0	1
Einzelnen	detail	0	0	0	1	0	0	1	0	0
entschädigt	compensate	0	0	0	1	0	1	1	1	0
entbehren	lack	0	0	0	0	-1	1	1	0	-1
Garantiefonds	guarantee	1	1	1	1	1	1	1	1	1
erzielten	progress	1	1	0	1	1	1	1	0	1
Freihandelsraum	free	1	1	1	1	1	1	1	1	1
konstruktiv	sound	1	0	0	1	0	1	0	0	0
gesondert	separate	0	0	0	-1	0	1	1	-1	0
Rechtspraxis	practice	0	0	1	1	0	0	1	0	0
Einzelner	prohibit	0	0	-1	-1	0	0	1	0	0
Welthandelsgesprächen	talk	0	0	0	0	0	1	1	0	0
Etikettierungssystem	label	0	0	0	0	0	1	0	0	0
Lernstörungen	learn	1	1	1	0	1	1	1	0	1
ruhen	rest	1	1	1	1	1	1	1	0	1
Pflanzenschutzmitteln	plant	1	1	1	1	1	1	1	0	1
einzustellen	stop	0	0	0	-1	1	1	1	-1	0
Steuerpolitik	tax	0	0	1	1	1	0	1	0	1
Zahlstelle	pay	0	0	-1	0	0	-1	1	0	-1
betrinken	drink	0	0	1	0	1	0	1	0	1
Befragung	question	0	0	1	1	1	1	1	0	1
driften	drift	0	0	0	0	0	1	0	-1	0
Führungspersönlichkeiten	lead	0	1	1	1	1	0	1	0	1
einsitzenden	jail	0	0	-1	-1	1	1	1	-1	0
Gelassenheit	calm	1	1	1	1	0	1	1	1	1
verlängerte	extend	0	1	1	1	1	1	1	0	1
fälschlicherweise	mistake	0	0	-1	-1	-1	1	1	-1	-1
erweiterten	enlarge	0	0	0	-1	1	1	1	0	0
Gründern	founder	1	1	0	1	0	1	1	0	1
weiterverfahren	proceed	0	0	0	0	1	1	0	0	1
Gründers	founder	1	1	0	1	0	1	1	0	1
Morgens	wake	1	0	0	0	0	1	1	-1	0
erweitertes	enlarge	0	0	0	-1	1	1	1	0	0
erweiterter	extend	0	1	1	1	1	1	1	0	1
Entgelt	pay	0	0	-1	0	0	-1	1	0	-1
Wahlurnen	poll	0	0	1	1	1	1	1	0	1
widerstreitender	conflict	0	0	0	-1	0	1	1	0	0
sanktioniert	sanction	0	-1	-1	-1	0	1	1	0	1
Handelsverkehr	trade	0	1	1	1	1	1	1	0	1
Aufnahmemitgliedstaat	host	1	1	1	1	1	1	1	0	1
Kostenfaktor	cost	0	-1	0	0	0	0	1	-1	0
Änderungsantrag	amend	1	1	1	1	1	1	1	0	1
angehörten	be	0	1	0	0	0	0	1	0	1
weiterzuverfolgen	pursue	0	1	1	0	0	1	1	0	1
Steuerforderungen	claim	1	1	1	0	1	1	1	0	1
Inhalts	term	1	1	0	1	1	1	0	0	0
Landegebühren	land	0	0	1	0	0	1	1	0	1
reservierte	reserve	0	0	1	0	1	1	1	0	1
Bankgewerbe	draft	1	1	1	1	1	1	1	0	1
Schar	host	1	1	1	1	1	1	1	0	1
Rückblick	back	1	1	1	1	1	1	1	1	1
beteiligen	participate	1	1	1	1	1	1	1	0	1
verteidigte	defend	1	1	1	1	0	1	1	1	1
bezichtigt	accuse	0	0	-1	-1	0	1	1	-1	-1
Winden	wind	0	1	0	0	0	1	1	0	1
normalerweise	rule	1	1	1	1	1	1	1	0	1
Produktionsstätten	manufacture	1	1	1	1	1	1	1	0	1
Vetos	veto	0	0	-1	-1	1	1	1	-1	1
Lizenzierung	license	0	1	1	1	1	1	1	0	1
umgangen	circumvent	0	0	0	1	0	0	1	0	1
Handelspraxis	practice	0	0	1	1	0	0	1	0	0
Detail	detail	0	0	0	1	0	0	1	0	0
Zusammenbrechen	collapse	0	0	0	-1	0	1	1	0	0
Verwaltungsausgaben	operate	1	1	1	1	1	1	1	0	1
vollständigere	complete	1	1	1	1	1	1	1	0	1
Vorzügen	benefit	1	1	0	1	1	1	1	1	1
schwerpunktmäßig	focus	1	1	1	1	0	1	1	0	1
Personenregister	register	1	0	1	0	1	1	1	0	0
schulen	train	1	1	1	1	1	1	1	1	1
Forschungstätigkeit	research	0	-1	1	1	1	1	1	0	1
verbotene	ban	0	-1	-1	-1	0	1	1	0	0
formale	form	1	1	1	1	1	1	1	0	1
Inflation	inflate	0	0	0	-1	0	1	1	-1	0
Alarmrufe	alarm	0	0	0	-1	0	1	1	-1	0
Forschungsbereiche	research	0	-1	1	1	1	1	1	0	1
Post	post	0	1	1	1	0	1	1	0	1
funktioniert	work	1	1	1	1	0	1	1	0	1
Selbstverwaltung	manage	1	1	1	1	1	1	1	0	1
verabreichen	administer	1	1	1	1	0	1	1	0	1
Anwerbung	recruit	1	1	1	1	1	1	1	0	1
freien	free	1	1	1	1	1	1	1	1	1
Petitionen	petition	1	0	1	1	1	1	1	0	1
droht	threaten	0	-1	-1	-1	0	1	1	-1	-1
Binnengewässer	water	0	-1	0	-1	0	1	1	0	1
Finanzierungssystem	finance	1	1	1	1	1	1	1	0	1
Strebens	desire	1	1	1	1	0	1	1	1	1
Polizeizusammenarbeit	police	0	0	0	-1	0	1	1	0	0
Rechtsakts	act	0	0	0	0	0	0	1	0	0
zerstritten	divide	0	-1	0	-1	0	1	0	-1	0
Stehen	stand	0	1	1	0	1	0	1	0	0
wert	deserve	1	1	1	0	1	1	1	0	1
Stunde	time	0	0	1	0	1	0	1	0	1
Wachstums	grow	1	1	1	1	1	1	1	0	1
geschwächten	weaken	0	-1	0	-1	0	1	0	-1	0
geschwächter	weaken	0	-1	0	-1	0	1	0	-1	0
gegenübersehen	face	0	0	0	0	1	1	1	0	1
venture	venture	0	0	1	0	1	1	1	0	1
Ratsdokument	document	0	0	0	0	0	1	1	0	0
Trinkwassers	drink	0	0	1	0	1	0	1	0	1
Unstimmigkeiten	dispute	0	0	-1	-1	-1	1	1	0	-1
stehenden	debate	0	1	0	1	1	1	1	0	0
Kommissionsentwurf	draft	1	1	1	1	1	1	1	0	1
Infrastrukturen	sport	1	0	1	1	1	1	1	0	1
Wettbewerbsbedingungen	play	1	1	1	1	1	1	1	0	1
Bergbauabfälle	mine	0	0	0	1	0	1	1	0	0
stehendes	relate	0	1	1	1	0	1	1	0	1
Verarbeitungsindustrie	process	0	0	1	1	1	1	1	0	0
Wortsinne	word	0	1	0	0	0	0	1	0	0
Entscheidungsbefugnis	power	1	0	0	0	0	0	1	0	1
Verlust	lose	0	0	0	-1	-1	1	1	0	-1
heutzutage	present	1	1	1	1	1	1	1	0	1
geeignetsten	appropriate	0	1	1	1	1	1	1	0	1
Beschäftigungsstruktur	structure	1	1	0	1	1	1	1	0	0
Ölbohrungen	drill	0	1	0	1	1	1	1	0	1
überlebten	survive	-1	1	-1	0	1	-1	1	0	1
Lehrpläne	teach	0	1	1	1	1	1	1	0	1
genügt	meet	0	1	1	1	1	1	1	0	1
definierte	define	0	0	0	1	1	1	1	0	0
verhilft	generate	0	0	1	1	1	1	1	0	1
Bergbau	mine	0	0	0	1	0	1	1	0	0
eingetreten	happen	0	0	0	0	0	0	-1	0	0
EU-Binnengrenzen	border	0	0	0	0	0	0	0	0	0
genüge	pursue	0	1	1	0	0	1	1	0	1
ausgeschlossenen	exclude	0	0	-1	-1	0	1	1	0	0
Deals	deal	0	0	0	0	0	0	0	0	0
Netze	net	0	0	1	0	0	1	1	0	1
unzulässige	prohibit	0	0	-1	-1	0	0	1	0	0
Einfrierens	freeze	0	0	0	0	0	1	0	-1	0
Blutbad	massacre	0	-1	-1	-1	0	1	1	-1	0
führen	lead	0	1	1	1	1	0	1	0	1
Neinsager	side	0	0	0	0	1	0	1	0	0
ernähren	feed	1	1	1	1	0	1	1	1	1
hinzugezogen	consult	1	1	1	1	1	1	1	1	1
bringen	bring	0	0	1	1	0	0	1	0	0
Baugewerbe	build	1	1	1	1	1	1	1	0	1
Maße	level	0	1	1	1	1	0	1	0	1
Säuberungen	cleanse	0	1	0	1	0	0	1	0	1
vorgetäuscht	mislead	0	-1	0	-1	0	1	0	-1	0
wissenschaftliche	research	0	-1	1	1	1	1	1	0	1
Staats-	head	1	0	1	1	1	1	1	0	1
fristlos	fire	0	0	1	0	1	0	1	0	1
Zielvorstellung	discipline	1	1	1	1	0	1	1	0	1
vorschieben	stop	0	0	0	-1	1	1	1	-1	0
Bevormundung	treat	1	1	1	1	0	1	1	1	1
Befolgung	follow	0	0	1	1	1	1	1	0	1
gefächerte	range	0	0	0	0	0	0	0	0	0
Zivilgerichten	court	1	1	1	1	1	1	1	1	1
Begriffs	term	1	1	0	1	1	1	0	0	0
Inlandsnachfrage	demand	0	0	1	1	0	1	1	0	1
Rettungskräften	rescue	1	1	1	1	1	1	1	1	1
funktionierte	work	1	1	1	1	0	1	1	0	1
wütend	infuriate	0	-1	0	-1	0	1	0	-1	0
Wettstreit	compete	1	1	1	1	1	1	1	0	1
beimisst	attach	0	0	1	1	1	1	1	0	0
Begriffe	term	1	1	0	1	1	1	0	0	0
Akteuren	involve	0	0	0	0	1	1	1	0	0
Ägypten	date	0	0	1	0	1	0	1	0	1
Bauprojekte	build	1	1	1	1	1	1	1	0	1
benötigte	need	0	1	1	0	0	1	1	0	0
kontinuierliche	continue	1	1	1	1	1	0	1	0	1
landete	land	0	0	1	0	0	1	1	0	1
Verkehrs-	transport	0	1	0	1	1	1	1	0	0
hinauszugehen	further	1	1	1	1	0	1	1	0	1
diversifizieren	diversify	0	0	0	0	1	1	1	0	0
tut	do	1	1	1	0	0	1	1	0	1
Einleitungen	discharge	0	0	0	-1	0	1	1	0	0
Abschirmung	screen	0	0	0	0	0	1	1	0	1
angenommen	adopt	1	1	1	1	1	1	1	0	1
umgebenen	surround	0	0	-1	0	1	1	1	0	1
tun	do	1	1	1	0	0	1	1	0	1
je	depend	0	0	0	0	1	0	1	0	0
weidet	graze	0	-1	1	0	0	1	1	0	1
bedroht	threaten	0	-1	-1	-1	0	1	1	-1	-1
tue	do	1	1	1	0	0	1	1	0	1
Volksbegehren	petition	1	0	1	1	1	1	1	0	1
Kommissionsbericht	report	0	0	-1	1	0	0	1	0	-1
besorgt	concern	1	-1	0	-1	0	1	1	-1	0
hervorging	emerge	1	1	0	0	0	1	1	0	1
Protestaktionen	protest	1	0	1	1	0	1	1	0	1
stinken	stink	0	-1	0	-1	-1	0	1	0	-1
somit	mean	0	0	0	0	0	-1	0	0	0
Sicherheitsgefühl	sense	0	0	0	0	1	0	1	0	0
Gerichtsentscheid	court	1	1	1	1	1	1	1	1	1
Ruhezeit	rest	1	1	1	1	1	1	1	0	1
eingebaut	build	1	1	1	1	1	1	1	0	1
Netzen	net	0	0	1	0	0	1	1	0	1
behoben	remedy	0	0	0	0	0	0	1	0	1
lückenlos	monitor	0	1	1	1	1	0	1	0	0
begonnenen	begin	1	1	1	1	0	1	1	0	1
Netzes	net	0	0	1	0	0	1	1	0	1
Unterhalt	maintain	1	0	1	1	0	1	1	0	1
Ausrufung	declare	0	0	1	0	0	1	1	0	1
kürzen	cut	0	0	0	-1	0	0	1	0	0
auffiel	strike	1	1	0	0	0	1	1	0	0
Wegweiser	guide	0	0	1	1	1	1	1	1	1
aufgrund	result	0	0	0	0	1	0	1	0	0
zustellen	send	1	1	1	0	1	1	1	0	1
denjenigen	voice	0	0	0	0	0	0	1	0	0
umzulegen	pass	0	1	0	0	0	1	1	0	0
Großfamilie	extend	0	1	1	1	1	1	1	0	1
Lotse	pilot	0	1	0	1	1	1	1	0	1
identifizieren	identify	0	0	-1	0	0	1	1	0	0
bereitstellen	provide	1	1	1	1	1	1	1	0	1
Verhandeln	negotiate	1	1	1	1	1	1	1	0	1
ersehe	see	1	1	1	1	1	1	1	0	1
langweiligen	bore	0	0	1	1	1	1	1	0	0
abzuwerfen	drop	0	1	0	-1	-1	0	1	0	-1
getestete	test	0	1	1	0	1	1	1	0	1
Transplantationen	transplant	0	1	0	1	0	1	1	0	1
bescheidenen	moderate	1	0	0	1	0	1	1	0	0
Budgeterhöhung	slap	0	-1	1	1	0	1	1	-1	1
Bande	tie	0	0	0	0	1	1	1	0	0
besorgniserregendsten	worry	0	0	-1	-1	0	0	1	-1	-1
Nutzung	share	1	1	1	0	1	1	1	0	1
Wetterereignisse	weather	0	1	0	0	0	1	1	0	1
Transfer	transfer	0	0	0	0	0	1	1	0	0
Vollmacht	power	1	0	0	0	0	0	1	0	1
nationalen	own	0	1	1	1	1	1	1	0	1
nationales	incorporate	0	0	1	1	0	1	1	0	1
nationaler	level	0	1	1	1	1	0	1	0	1
kompetente	appropriate	0	1	1	1	1	1	1	0	1
Koordinierungsstelle	coordinate	0	0	0	1	0	-1	0	0	0
Beamtenstatut	staff	1	1	1	1	1	1	1	0	1
dringe	insist	0	0	1	0	0	1	1	0	1
schwächen	weaken	0	-1	0	-1	0	1	0	-1	0
stationiert	station	0	0	0	0	1	0	1	0	0
Meeresgewässer	water	0	-1	0	-1	0	1	1	0	1
dringt	insist	0	0	1	0	0	1	1	0	1
schwächer	weaken	0	-1	0	-1	0	1	0	-1	0
samt	photograph	0	1	0	0	0	1	1	0	1
Sportereignisse	sport	1	0	1	1	1	1	1	0	1
operationell	run	0	1	1	1	1	1	1	0	1
Detailliertheit	detail	0	0	0	1	0	0	1	0	0
klingenden	cash	0	0	0	0	1	1	1	0	1
altern	age	0	0	0	-1	0	1	1	0	0
Zugehörigkeitsgefühls	belong	1	0	1	1	1	1	1	0	0
verschmutzenden	pollute	0	-1	0	-1	0	1	-1	0	0
festsetzt	set	0	0	1	1	1	1	1	0	1
restriktive	restrict	0	0	-1	-1	0	1	1	0	1
Poststellen	post	0	1	1	1	0	1	1	0	1
erbost	upset	0	0	-1	-1	0	1	1	-1	0
aufdrücken	stamp	0	0	0	0	0	1	1	0	1
Meinungsumschwung	change	0	1	0	1	0	1	1	0	1
abgezogen	deduct	0	0	1	0	1	1	1	0	1
nachzuvollziehen	understand	1	1	1	1	1	1	1	0	1
erbauen	build	1	1	1	1	1	1	1	0	1
