pl Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
przejrzystym	clear	0	1	1	1	1	1	1	0	1
umacniał	have	1	1	1	0	0	1	1	0	1
podnosimy	raise	0	0	1	1	0	0	1	0	1
konfiskuje	be	0	1	0	0	0	0	1	0	1
uczciwie	be	0	1	0	0	0	0	1	0	1
rozważali	consider	1	1	1	1	1	1	1	0	1
Diamandouros	have	1	1	1	0	0	1	1	0	1
2013	post	0	1	1	1	0	1	1	0	1
relatywnie	term	1	1	0	1	1	1	0	0	0
opieszałość	escalate	0	-1	0	-1	0	0	1	0	0
krzykiem	balance	0	1	1	1	0	1	1	0	1
zorientujemy	help	1	1	0	1	0	1	1	1	0
dziwnie	sound	1	0	0	1	0	1	0	0	0
zmienianiu	change	0	1	0	1	0	1	1	0	1
baczyć	be	0	1	0	0	0	0	1	0	1
konsekwentnego	take	1	1	1	0	1	1	1	0	1
dziedziczymy	inherit	1	1	1	0	1	1	1	0	1
niemożliwa	be	0	1	0	0	0	0	1	0	1
uszczegółowienie	detail	0	0	0	1	0	0	1	0	0
tybetańską	be	0	1	0	0	0	0	1	0	1
misję	lead	0	1	1	1	1	0	1	0	1
zintegrowanemu	integrate	1	0	0	1	1	1	1	0	0
poprę	support	1	1	1	1	0	1	1	1	1
rosnącymi	rise	1	1	0	1	0	1	1	0	0
żyją	live	1	1	1	1	1	1	1	0	1
strefy	zone	0	0	0	0	0	0	1	0	0
Gdyby	be	0	1	0	0	0	0	1	0	1
Zachowajcie	be	0	1	0	0	0	0	1	0	1
upadnie	fall	0	0	0	-1	-1	0	1	0	-1
Wstrzymałem	abstain	0	0	-1	0	0	0	1	0	1
umacniać	strengthen	1	1	0	1	0	1	1	1	0
składka	raise	0	0	1	1	0	0	1	0	1
rozpadowi	do	1	1	1	0	0	1	1	0	1
uszczegółowienia	develop	0	1	0	1	0	0	1	0	0
organizowanym	be	0	1	0	0	0	0	1	0	1
poprą	support	1	1	1	1	0	1	1	1	1
posiadanie	have	1	1	1	0	0	1	1	0	1
opłatami	charge	-1	0	0	-1	1	1	1	-1	1
mety	finish	1	1	1	1	1	1	1	0	1
kompensujących	be	0	1	0	0	0	0	1	0	1
oddaniem	hand	1	1	0	1	1	1	1	0	1
spóźniać	be	0	1	0	0	0	0	1	0	1
wypracuje	be	0	1	0	0	0	0	1	0	1
wyważonego	balance	0	1	1	1	0	1	1	0	1
eksportową	export	0	0	1	0	1	1	1	0	1
poławia	be	0	1	0	0	0	0	1	0	1
podważania	undermine	0	-1	0	-1	0	1	0	0	0
podważanie	undermine	0	-1	0	-1	0	1	0	0	0
wielkością	couple	0	0	0	1	0	0	1	0	0
usprawiedliwi	be	0	1	0	0	0	0	1	0	1
podważaniu	call	0	0	1	1	0	1	1	0	1
bezwizowego	travel	1	1	1	0	1	0	1	0	1
regulatora	own	0	1	1	1	1	1	1	0	1
pobliżu	near	0	1	0	0	0	0	1	0	0
GCCA	be	0	1	0	0	0	0	1	0	1
niepozostawianie	leave	0	0	0	0	0	0	1	-1	0
improwizowane	improvise	0	1	1	1	1	1	1	0	1
przesył	transport	0	1	0	1	1	1	1	0	0
ABM	report	0	0	-1	1	0	0	1	0	-1
akceptować	accept	1	1	1	1	1	1	1	0	1
oznajmiam	like	1	1	1	1	0	1	1	1	1
proceduralne	involve	0	0	0	0	1	1	1	0	0
zgłaszaniem	come	0	1	0	0	0	0	1	0	0
umocniłoby	be	0	1	0	0	0	0	1	0	1
mówię	say	0	0	0	0	0	0	1	0	0
optymistyczny	encourage	1	1	1	1	0	1	1	1	1
precedensu	set	0	0	1	1	1	1	1	0	1
stałby	become	0	0	0	0	0	0	1	0	0
harmonogramów	schedule	1	1	1	1	1	1	1	0	1
ludzi	be	0	1	0	0	0	0	1	0	1
napomnienie	trust	1	1	1	1	1	1	1	1	1
mówią	say	0	0	0	0	0	0	1	0	0
optymistyczne	encourage	1	1	1	1	0	1	1	1	1
mówić	speak	1	1	1	1	1	1	1	0	1
nabiorą	be	0	1	0	0	0	0	1	0	1
zatkały	be	0	1	0	0	0	0	1	0	1
mówiącą	state	0	1	1	1	0	1	1	0	0
przeformułowania	be	0	1	0	0	0	0	1	0	1
porzuciły	abandon	0	-1	-1	-1	-1	0	1	-1	-1
strefę	zone	0	0	0	0	0	0	1	0	0
proszony	ask	0	0	0	0	1	1	1	0	0
łączność	connect	0	1	0	1	1	0	1	0	0
porzuciło	have	1	1	1	0	0	1	1	0	1
proszone	ask	0	0	0	0	1	1	1	0	0
pomniejszona	need	0	1	1	0	0	1	1	0	0
wyodrębnione	power	1	0	0	0	0	0	1	0	1
proszona	ask	0	0	0	0	1	1	1	0	0
pomniejszone	deal	0	0	0	0	0	0	0	0	0
proszono	ask	0	0	0	0	1	1	1	0	0
strefą	zone	0	0	0	0	0	0	1	0	0
apelacyjny	appeal	0	0	-1	-1	-1	1	1	0	0
Hassi	congratulate	1	1	1	1	1	1	1	1	1
porzuciła	abandon	0	-1	-1	-1	-1	0	1	-1	-1
zamiatać	sweep	1	0	0	0	0	1	1	0	0
misje	grind	0	0	0	-1	0	0	1	0	1
rozpowszechniły	be	0	1	0	0	0	0	1	0	1
los	suffer	-1	1	-1	0	-1	-1	1	0	-1
zmarginalizowanych	marginalize	0	0	0	-1	0	1	0	-1	0
system	be	0	1	0	0	0	0	1	0	1
niepodatnego	shelter	0	0	0	0	0	0	1	0	0
zastraszyć	intimidate	0	-1	0	-1	0	1	0	-1	0
umocniliśmy	have	1	1	1	0	0	1	1	0	1
wzorcem	model	0	0	0	1	1	1	1	0	1
przewidzianych	provide	1	1	1	1	1	1	1	0	1
umożliwiałaby	enable	1	1	0	1	1	1	1	1	0
bliskość	be	0	1	0	0	0	0	1	0	1
wykonać	do	1	1	1	0	0	1	1	0	1
funkcjonalności	feature	1	1	1	1	1	1	1	1	1
utonęło	drown	0	-1	-1	-1	0	1	0	-1	0
przyznajemy	acknowledge	0	1	1	1	1	0	1	0	1
lot	fly	0	1	1	0	0	0	1	0	1
niewypełniania	down	0	0	0	0	0	0	1	0	0
ograniczeń	limit	0	0	0	-1	0	1	1	0	0
graniczące	border	0	0	0	0	0	0	0	0	0
DG.	be	0	1	0	0	0	0	1	0	1
przestrzeni	have	1	1	1	0	0	1	1	0	1
kompetencji	power	1	0	0	0	0	0	1	0	1
statutowej	register	1	0	1	0	1	1	1	0	0
Lambsdorff	point	0	0	0	0	1	0	1	0	0
kompetencja	power	1	0	0	0	0	0	1	0	1
wyobrażał	imagine	0	0	0	0	0	0	1	0	0
kompetencje	power	1	0	0	0	0	0	1	0	1
odpowiadałby	suit	0	0	0	-1	0	1	1	0	0
niestosujących	do	1	1	1	0	0	1	1	0	1
sporządzamy	count	0	0	1	1	1	1	1	0	1
zawierana	conclude	1	1	1	1	0	1	1	0	1
parkowego	establish	0	0	1	1	1	1	1	1	1
zawierane	conclude	1	1	1	1	0	1	1	0	1
wykonał	have	1	1	1	0	0	1	1	0	1
podlegającymi	subject	0	0	1	1	0	1	1	0	1
mówiący	say	0	0	0	0	0	0	1	0	0
AAA	rate	0	1	0	1	0	0	1	0	0
narodowość	ground	0	0	1	1	1	1	1	0	1
pogarszający	worsen	-1	-1	0	-1	0	1	-1	0	0
nabrali	have	1	1	1	0	0	1	1	0	1
przyglądałem	watch	1	1	1	1	1	1	1	0	1
mówiące	say	0	0	0	0	0	0	1	0	0
osiedlanie	settle	0	1	0	1	1	1	1	0	1
poważniejszym	grow	1	1	1	1	1	1	1	0	1
osiedlania	settle	0	1	0	1	1	1	1	0	1
unikały	avoid	-1	1	-1	0	1	-1	1	0	1
stanowiły	be	0	1	0	0	0	0	1	0	1
wkroczymy	relate	0	1	1	1	0	1	1	0	1
pozyskał	buy	1	1	1	1	1	1	1	0	1
pogarszające	be	0	1	0	0	0	0	1	0	1
zwrócili	have	1	1	1	0	0	1	1	0	1
stanowiła	be	0	1	0	0	0	0	1	0	1
zapoznamy	look	0	1	1	0	0	0	1	0	1
pionierami	pioneer	1	1	0	1	0	1	1	0	1
wspólnie	work	1	1	1	1	0	1	1	0	1
skutkujących	result	0	0	0	0	1	0	1	0	0
pogłębimy	deepen	1	1	1	1	1	1	1	0	1
unikała	avoid	-1	1	-1	0	1	-1	1	0	1
stanowiło	be	0	1	0	0	0	0	1	0	1
eksportowe	export	0	0	1	0	1	1	1	0	1
eksportowa	export	0	0	1	0	1	1	1	0	1
czynili	do	1	1	1	0	0	1	1	0	1
eksportowi	export	0	0	1	0	1	1	1	0	1
skłoniły	lead	0	1	1	1	1	0	1	0	1
Troikę	follow	0	0	1	1	1	1	1	0	1
stamtąd	breach	0	-1	0	-1	0	1	1	-1	0
sprawiłby	gratify	0	1	0	1	0	1	1	1	1
eksportowy	export	0	0	1	0	1	1	1	0	1
skonsolidować	consolidate	1	0	0	1	1	1	1	0	1
krańców	end	0	1	0	0	1	0	1	0	0
potępiali	condemn	0	0	-1	-1	0	1	1	0	0
promowany	promote	1	1	1	1	1	1	1	0	1
możliwie	be	0	1	0	0	0	0	1	0	1
zgodnym	be	0	1	0	0	0	0	1	0	1
pozyskać	obtain	1	1	1	0	1	1	1	0	1
pozbawiłaby	deprive	0	-1	0	-1	0	1	0	-1	0
promowano	promote	1	1	1	1	1	1	1	0	1
mierzą	face	0	0	0	0	1	1	1	0	1
poprzestanie	stop	0	0	0	-1	1	1	1	-1	0
oscylować	deal	0	0	0	0	0	0	0	0	0
promowane	promote	1	1	1	1	1	1	1	0	1
MCR	contract	-1	0	-1	0	-1	-1	1	0	-1
powołujmy	invoke	1	1	1	1	1	1	1	0	1
poprawce	propose	0	1	1	1	0	0	1	0	1
dba	care	1	1	1	1	0	1	1	0	1
rozumianej	understand	1	1	1	1	1	1	1	0	1
dążeń	desire	1	1	1	1	0	1	1	1	1
wskazującej	indicate	0	0	0	1	0	1	1	0	0
nadałoby	give	0	1	1	0	0	0	1	0	1
studiują	study	1	0	1	1	1	1	1	0	1
wypracowaniem	work	1	1	1	1	0	1	1	0	1
Nie	do	1	1	1	0	0	1	1	0	1
krachu	collapse	0	0	0	-1	0	1	1	0	0
interweniując	intervene	0	0	0	-1	0	1	1	0	1
zajmując	deal	0	0	0	0	0	0	0	0	0
pozostaną	remain	0	0	0	0	0	0	1	0	0
przydatnej	sound	1	0	0	1	0	1	0	0	0
pozostanę	remain	0	0	0	0	0	0	1	0	0
niezgodność	be	0	1	0	0	0	0	1	0	1
zatwierdzimy	approve	1	1	1	1	1	1	1	0	1
całokształtu	picture	0	0	0	0	0	1	1	0	0
zobaczycie	see	1	1	1	1	1	1	1	0	1
zawieszeniu	suspend	0	0	-1	-1	0	0	1	0	-1
poczynioną	make	0	0	0	1	0	0	1	0	0
transpozycją	be	0	1	0	0	0	0	1	0	1
adopcje	be	0	1	0	0	0	0	1	0	1
nioski	be	0	1	0	0	0	0	1	0	1
wygrane	play	1	1	1	1	1	1	1	0	1
handlu	trade	0	1	1	1	1	1	1	0	1
wyhodowane	observe	1	1	1	1	0	1	1	0	1
transpozycję	look	0	1	1	0	0	0	1	0	1
całego	total	0	0	0	0	0	1	1	0	0
nabywane	purchase	1	1	1	1	1	1	0	0	1
sprzedajemy	sell	0	0	0	0	1	1	1	0	1
wydawaniu	issue	0	0	0	1	0	1	1	0	0
usatysfakcjonowana	satisfy	1	1	0	1	0	1	1	1	1
zastąpimy	replace	0	1	0	0	1	1	1	0	1
telefonii	phone	0	0	1	0	0	1	1	0	1
burzyć	down	0	0	0	0	0	0	1	0	0
wydawanie	issue	0	0	0	1	0	1	1	0	0
mogliście	can	0	0	0	0	0	1	1	0	1
wydawania	issue	0	0	0	1	0	1	1	0	0
setek	feel	1	1	1	0	0	0	1	0	1
odegraliśmy	play	1	1	1	1	1	1	1	0	1
wolelibyśmy	have	1	1	1	0	0	1	1	0	1
zagłosował	vote	0	0	0	1	1	1	1	0	0
Najwyższej	have	1	1	1	0	0	1	1	0	1
darmowy	free	1	1	1	1	1	1	1	1	1
przyzna	admit	0	0	0	1	0	1	1	0	0
chwalenie	praise	1	1	1	1	1	1	1	1	1
darmowa	free	1	1	1	1	1	1	1	1	1
górnictwa	mine	0	0	0	1	0	1	1	0	0
zapominał	forget	-1	0	-1	-1	-1	0	1	-1	-1
darmowe	free	1	1	1	1	1	1	1	1	1
następują	be	0	1	0	0	0	0	1	0	1
usatysfakcjonowani	satisfy	1	1	0	1	0	1	1	1	1
górnictwo	mine	0	0	0	1	0	1	1	0	0
niewypełnienie	fail	0	0	-1	-1	-1	0	1	-1	-1
zawieszenie	suspend	0	0	-1	-1	0	0	1	0	-1
naliczają	charge	-1	0	0	-1	1	1	1	-1	1
opróżnił	have	1	1	1	0	0	1	1	0	1
kosztowałoby	cost	0	-1	0	0	0	0	1	-1	0
przyjemny	make	0	0	0	1	0	0	1	0	0
umacniające	strengthen	1	1	0	1	0	1	1	1	0
znowu	back	1	1	1	1	1	1	1	1	1
omijając	circumvent	0	0	0	1	0	0	1	0	1
gardzi	scorn	1	-1	-1	-1	-1	1	1	-1	-1
osiągnęlibyśmy	have	1	1	1	0	0	1	1	0	1
zagłosować	vote	0	0	0	1	1	1	1	0	0
kontrolnej	control	1	0	1	0	1	1	1	0	1
nożna	be	0	1	0	0	0	0	1	0	1
operacjach	collaborate	0	1	1	1	1	1	1	0	1
ominąć	bypass	0	0	0	1	0	1	1	0	0
opanowanej	leave	0	0	0	0	0	0	1	-1	0
zapominać	forget	-1	0	-1	-1	-1	0	1	-1	-1
towarzystwie	accompany	1	1	1	1	1	1	1	1	1
sprzedawali	sell	0	0	0	0	1	1	1	0	1
prezentuje	present	1	1	1	1	1	1	1	0	1
ciemiężeni	oppress	0	-1	-1	-1	0	1	0	-1	1
giełda	exchange	0	0	1	0	1	0	1	0	0
marsz	march	0	0	0	0	0	0	1	0	0
pozbyciem	rid	0	0	0	0	0	0	1	0	1
zaowocowała	have	1	1	1	0	0	1	1	0	1
uruchomiliśmy	have	1	1	1	0	0	1	1	0	1
autokarów	coach	1	1	1	1	1	1	1	0	1
zainwestowaliśmy	invest	1	1	1	1	1	1	1	1	1
zaowocowały	have	1	1	1	0	0	1	1	0	1
giełdy	exchange	0	0	1	0	1	0	1	0	0
pozbawiają	deprive	0	-1	0	-1	0	1	0	-1	0
opiewające	total	0	0	0	0	0	1	1	0	0
stosowność	commit	-1	-1	0	0	-1	0	1	0	-1
FR	be	0	1	0	0	0	0	1	0	1
obejrzeli	look	0	1	1	0	0	0	1	0	1
otwierane	open	1	1	1	1	0	0	1	0	1
li	be	0	1	0	0	0	0	1	0	1
przerodził	have	1	1	1	0	0	1	1	0	1
poruszało	have	1	1	1	0	0	1	1	0	1
zaludniony	populate	0	1	1	1	1	1	1	0	1
transpozycja	intend	0	0	0	1	0	1	1	0	1
obserwacyjnych	involve	0	0	0	0	1	1	1	0	0
poczynione	make	0	0	0	1	0	0	1	0	0
nowelizację	reform	1	1	0	1	0	1	1	0	1
wykonywał	do	1	1	1	0	0	1	1	0	1
podoła	tackle	0	1	-1	0	0	0	1	0	1
skrzywdzić	harm	0	-1	-1	-1	0	1	0	-1	-1
gwarantowały	guarantee	1	1	1	1	1	1	1	1	1
nowelizacją	follow	0	0	1	1	1	1	1	0	1
sprzyjało	encourage	1	1	1	1	0	1	1	1	1
poczyniony	make	0	0	0	1	0	0	1	0	0
zaludnione	populate	0	1	1	1	1	1	1	0	1
gwałceni	rape	0	-1	-1	-1	0	1	0	-1	1
receptę	prescribe	1	1	1	1	1	1	1	0	1
motywujące	motivate	1	1	0	1	1	1	1	1	0
statystykami	figure	0	0	0	0	0	0	0	0	0
służyli	serve	1	1	1	1	1	1	1	0	1
motywujący	push	0	0	-1	-1	0	1	1	-1	0
zezwoleniem	allow	1	1	1	1	0	1	1	1	1
przerodzić	turn	0	0	0	0	0	0	1	0	0
kierowaliby	be	0	1	0	0	0	0	1	0	1
marszu	march	0	0	0	0	0	0	1	0	0
mutacje	be	0	1	0	0	0	0	1	0	1
interaktywne	function	0	1	0	1	1	1	1	0	0
wyraził	express	-1	0	0	0	1	0	1	0	0
wykonywać	do	1	1	1	0	0	1	1	0	1
mieszkają	live	1	1	1	1	1	1	1	0	1
kosztownymi	have	1	1	1	0	0	1	1	0	1
obniżają	be	0	1	0	0	0	0	1	0	1
poddanej	put	1	1	1	0	1	1	1	0	1
studiuje	be	0	1	0	0	0	0	1	0	1
populistów	top	0	0	1	0	1	1	1	0	1
dokonywane	make	0	0	0	1	0	0	1	0	0
dokonywana	do	1	1	1	0	0	1	1	0	1
dokonywano	be	0	1	0	0	0	0	1	0	1
naruszała	be	0	1	0	0	0	0	1	0	1
uwzględnialiśmy	have	1	1	1	0	0	1	1	0	1
skupiające	focus	1	1	1	1	0	1	1	0	1
rozmawialiśmy	have	1	1	1	0	0	1	1	0	1
spocząć	rest	1	1	1	1	1	1	1	0	1
naruszały	violate	0	-1	-1	-1	0	1	0	0	-1
wykroczeń	be	0	1	0	0	0	0	1	0	1
eksponowania	display	0	0	0	1	0	0	1	0	0
uczestniczymy	be	0	1	0	0	0	0	1	0	1
giełdę	exchange	0	0	1	0	1	0	1	0	0
situ	go	0	0	0	0	0	0	1	0	0
dokonywany	make	0	0	0	1	0	0	1	0	0
wbrew	go	0	0	0	0	0	0	1	0	0
niskiego	down	0	0	0	0	0	0	1	0	0
prezentuję	be	0	1	0	0	0	0	1	0	1
uchylaniem	tax	0	0	1	1	1	0	1	0	1
zidentyfikowani	identify	0	0	-1	0	0	1	1	0	0
przypatrzeć	reveal	0	0	0	1	0	1	1	0	0
zidentyfikowane	identify	0	0	-1	0	0	1	1	0	0
zwalcza	combat	0	0	0	-1	0	1	1	0	0
otworem	open	1	1	1	1	0	0	1	0	1
czerpiący	make	0	0	0	1	0	0	1	0	0
zidentyfikowany	identify	0	0	-1	0	0	1	1	0	0
dam	give	0	1	1	0	0	0	1	0	1
uchwalać	adopt	1	1	1	1	1	1	1	0	1
zapominam	forget	-1	0	-1	-1	-1	0	1	-1	-1
zarzucił	have	1	1	1	0	0	1	1	0	1
prezentują	be	0	1	0	0	0	0	1	0	1
zmagamy	be	0	1	0	0	0	0	1	0	1
ulepszyliśmy	have	1	1	1	0	0	1	1	0	1
zamachom	attack	0	-1	-1	-1	1	1	0	-1	0
operację	operate	1	1	1	1	1	1	1	0	1
nakłaniała	urge	1	1	1	1	0	1	1	1	1
prosiłabym	ask	0	0	0	0	1	1	1	0	0
latające	travel	1	1	1	0	1	0	1	0	1
pasywną	play	1	1	1	1	1	1	1	0	1
mieć	have	1	1	1	0	0	1	1	0	1
dramatyczny	have	1	1	1	0	0	1	1	0	1
zapoczątkowanego	launch	1	1	1	1	1	1	1	0	1
rozróżniają	distinguish	1	0	0	1	0	1	1	1	0
lękach	fear	-1	0	-1	0	-1	0	1	0	-1
audytorom	be	0	1	0	0	0	0	1	0	1
odgórnie	top	0	0	1	0	1	1	1	0	1
szukaniu	found	1	1	1	1	1	1	1	1	1
wzywania	call	0	0	1	1	0	1	1	0	1
przeanalizowałam	have	1	1	1	0	0	1	1	0	1
352	be	0	1	0	0	0	0	1	0	1
darmową	free	1	1	1	1	1	1	1	1	1
następuje	be	0	1	0	0	0	0	1	0	1
zrozumieniem	understand	1	1	1	1	1	1	1	0	1
szukania	look	0	1	1	0	0	0	1	0	1
nawracających	insure	1	1	1	1	1	1	1	0	1
opuszczę	leave	0	0	0	0	0	0	1	-1	0
wspomożenie	help	1	1	0	1	0	1	1	1	0
funduszy	fund	1	1	1	1	1	1	1	0	1
wspomożenia	help	1	1	0	1	0	1	1	1	0
funduszu	fund	1	1	1	1	1	1	1	0	1
zauważmy	note	0	0	0	0	0	0	1	0	0
zmierzał	aim	0	0	0	1	1	0	1	0	1
postępując	do	1	1	1	0	0	1	1	0	1
fundusze	fund	1	1	1	1	1	1	1	0	1
narastało	have	1	1	1	0	0	1	1	0	1
zabiegałam	have	1	1	1	0	0	1	1	0	1
ekologizacji	be	0	1	0	0	0	0	1	0	1
dostarczona	supply	0	0	1	1	1	1	1	0	1
bezsensownego	be	0	1	0	0	0	0	1	0	1
trosce	concern	1	-1	0	-1	0	1	1	-1	0
uziemionych	be	0	1	0	0	0	0	1	0	1
ekologizacja	thrust	0	0	0	-1	0	0	0	-1	0
zgłoszoną	group	0	0	0	1	1	0	1	0	1
dostarczono	be	0	1	0	0	0	0	1	0	1
zaproponować	propose	0	1	1	1	0	0	1	0	1
powołał	have	1	1	1	0	0	1	1	0	1
wprowadziliby	be	0	1	0	0	0	0	1	0	1
dostarczony	give	0	1	1	0	0	0	1	0	1
powinności	do	1	1	1	0	0	1	1	0	1
poddamy	be	0	1	0	0	0	0	1	0	1
finansowego	finance	1	1	1	1	1	1	1	0	1
projektowanie	design	1	1	1	1	1	1	1	0	1
storpedować	torpedo	0	-1	0	-1	0	1	0	-1	0
projektowania	design	1	1	1	1	1	1	1	0	1
humoru	applaud	1	1	1	1	1	1	1	1	1
niewdrożone	be	0	1	0	0	0	0	1	0	1
niedźwiedzi	bear	0	0	0	0	1	1	1	0	0
spotkała	have	1	1	1	0	0	1	1	0	1
traktowaliśmy	have	1	1	1	0	0	1	1	0	1
jakiegoś	be	0	1	0	0	0	0	1	0	1
projektowaniu	design	1	1	1	1	1	1	1	0	1
góry	advance	0	1	1	1	1	0	1	0	1
profesjonalni	sound	1	0	0	1	0	1	0	0	0
przyjęła	adopt	1	1	1	1	1	1	1	0	1
toku	progress	1	1	0	1	1	1	1	0	1
przyjęło	adopt	1	1	1	1	1	1	1	0	1
zaproponował	propose	0	1	1	1	0	0	1	0	1
powołać	establish	0	0	1	1	1	1	1	1	1
przyjęły	adopt	1	1	1	1	1	1	1	0	1
popierającej	support	1	1	1	1	0	1	1	1	1
dotyczacych	answer	0	1	0	1	0	0	1	0	0
wektora	be	0	1	0	0	0	0	1	0	1
zakazano	ban	0	-1	-1	-1	0	1	1	0	0
suspendida	suspend	0	0	-1	-1	0	0	1	0	-1
zakazana	ban	0	-1	-1	-1	0	1	1	0	0
finansowaniu	finance	1	1	1	1	1	1	1	0	1
zakazane	ban	0	-1	-1	-1	0	1	1	0	0
niezadowalające	disappoint	0	-1	0	-1	0	1	0	-1	-1
zakazany	ban	0	-1	-1	-1	0	1	1	0	0
niezadowalająca	disappoint	0	-1	0	-1	0	1	0	-1	-1
zabezpieczyły	have	1	1	1	0	0	1	1	0	1
finansowania	finance	1	1	1	1	1	1	1	0	1
odgrywaną	play	1	1	1	1	1	1	1	0	1
byłabym	be	0	1	0	0	0	0	1	0	1
finansowanie	fund	1	1	1	1	1	1	1	0	1
Przewodniczący	change	0	1	0	1	0	1	1	0	1
oszacowywać	be	0	1	0	0	0	0	1	0	1
występować	be	0	1	0	0	0	0	1	0	1
racjonalnego	sound	1	0	0	1	0	1	0	0	0
używanych	speak	1	1	1	1	1	1	1	0	1
Watykan	be	0	1	0	0	0	0	1	0	1
zajmujący	deal	0	0	0	0	0	0	0	0	0
zajmujące	involve	0	0	0	0	1	1	1	0	0
przekształcają	be	0	1	0	0	0	0	1	0	1
zmarnowaną	miss	1	1	0	0	-1	1	1	0	-1
strasznych	blind	0	0	-1	-1	0	1	1	0	0
Przewodnicząca	be	0	1	0	0	0	0	1	0	1
książce	book	0	0	1	1	1	1	1	0	1
odnoszono	be	0	1	0	0	0	0	1	0	1
końcówkę	last	0	0	0	0	0	-1	-1	0	0
hołdem	fit	0	0	1	1	0	1	1	0	1
wystąpieniom	make	0	0	0	1	0	0	1	0	0
uwzględniającej	take	1	1	1	0	1	1	1	0	1
broniące	defend	1	1	1	1	0	1	1	1	1
niszczycielskiej	major	0	1	0	0	1	1	1	0	1
współ-prawodawcy	act	0	0	0	0	0	0	1	0	0
NTDTV	broadcast	0	0	0	1	1	1	1	0	1
ilustrujący	relate	0	1	1	1	0	1	1	0	1
kompatybilności	deploy	0	0	0	0	1	1	1	0	1
występował	speak	1	1	1	1	1	1	1	0	1
przeładunku	transfer	0	0	0	0	0	1	1	0	0
etykietowaniem	label	0	0	0	0	0	1	0	0	0
zareagują	respond	0	1	0	0	0	1	1	0	1
odrzuciła	reject	0	0	-1	-1	0	1	1	0	0
imigracyjna	be	0	1	0	0	0	0	1	0	1
załączonego	annex	0	0	1	1	1	1	1	0	1
propaguje	promote	1	1	1	1	1	1	1	0	1
informowali	inform	1	1	1	1	0	1	1	1	0
oprócz	top	0	0	1	0	1	1	1	0	1
Sommer	be	0	1	0	0	0	0	1	0	1
zapłaciły	have	1	1	1	0	0	1	1	0	1
studiowanie	study	1	0	1	1	1	1	1	0	1
obserwatorom	monitor	0	1	1	1	1	0	1	0	0
wynosi	be	0	1	0	0	0	0	1	0	1
wiodła	be	0	1	0	0	0	0	1	0	1
ziarno	own	0	1	1	1	1	1	1	0	1
postarała	make	0	0	0	1	0	0	1	0	0
wspomóc	help	1	1	0	1	0	1	1	1	0
starszego	be	0	1	0	0	0	0	1	0	1
ziarna	rate	0	1	0	1	0	0	1	0	0
uzależni	make	0	0	0	1	0	0	1	0	0
najlepiej	can	0	0	0	0	0	1	1	0	1
pokładania	like	1	1	1	1	0	1	1	1	1
wciela	apply	0	1	1	1	1	1	1	0	1
niespełniające	meet	0	1	1	1	1	1	1	0	1
powołam	be	0	1	0	0	0	0	1	0	1
dochodzili	position	0	0	0	1	0	1	1	0	0
postarały	try	0	1	1	0	1	1	1	0	0
siłom	force	0	0	0	-1	0	1	0	-1	0
naradzamy	be	0	1	0	0	0	0	1	0	1
kursie	rate	0	1	0	1	0	0	1	0	0
prezydencję	hold	0	1	1	1	1	1	1	0	1
skoncentrowaliśmy	have	1	1	1	0	0	1	1	0	1
otaczający	surround	0	0	-1	0	1	1	1	0	1
górę	prevail	1	1	0	0	0	1	1	0	0
realizowaliśmy	have	1	1	1	0	0	1	1	0	1
pionierskiego	pioneer	1	1	0	1	0	1	1	0	1
zgłoszono	be	0	1	0	0	0	0	1	0	1
dostarczoną	provide	1	1	1	1	1	1	1	0	1
zgłoszona	propose	0	1	1	1	0	0	1	0	1
dbając	make	0	0	0	1	0	0	1	0	0
zgłoszone	make	0	0	0	1	0	0	1	0	0
zgłoszony	make	0	0	0	1	0	0	1	0	0
ekologizację	respond	0	1	0	0	0	1	1	0	1
parlamentarzystami	collaborate	0	1	1	1	1	1	1	0	1
kadrowego	staff	1	1	1	1	1	1	1	0	1
kameruńskim	aim	0	0	0	1	1	0	1	0	1
zrealizować	achieve	1	1	1	1	1	1	1	0	1
ruszyła	move	0	0	0	1	0	1	1	0	0
montowanych	mount	1	1	1	0	1	1	1	0	1
uwzględniły	take	1	1	1	0	1	1	1	0	1
urzędujący	major	0	1	0	0	1	1	1	0	1
uwzględniła	take	1	1	1	0	1	1	1	0	1
powiązanymi	relate	0	1	1	1	0	1	1	0	1
niezrealizowane	be	0	1	0	0	0	0	1	0	1
zmieniając	change	0	1	0	1	0	1	1	0	1
ruszyły	start	1	1	1	1	1	1	1	0	1
chorym	be	0	1	0	0	0	0	1	0	1
selekcji	select	0	0	1	1	0	1	1	1	1
uwzględniło	have	1	1	1	0	0	1	1	0	1
komentarza	comment	0	0	0	0	0	1	1	0	1
komentarze	comment	0	0	0	0	0	1	1	0	1
szybkiego	be	0	1	0	0	0	0	1	0	1
nadzorem	control	1	0	1	0	1	1	1	0	1
tymczasowi	be	0	1	0	0	0	0	1	0	1
propaguję	be	0	1	0	0	0	0	1	0	1
blokujących	block	0	0	-1	-1	0	1	1	0	-1
propagują	promote	1	1	1	1	1	1	1	0	1
ekolodzy	have	1	1	1	0	0	1	1	0	1
komentarzu	comment	0	0	0	0	0	1	1	0	1
przekroczeniem	exceed	0	0	0	0	0	0	1	0	0
